#params: learningRate 1.000, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 2.11146380
iteration 1, loss 3.18444275
iteration 2, loss 3.30038651
iteration 3, loss 3.33693729
iteration 4, loss 3.39415673
iteration 5, loss 3.41459699
iteration 6, loss 3.40265014
iteration 7, loss 3.34336639
iteration 8, loss 3.46923468
iteration 9, loss 3.47492523
iteration 10, loss 3.40591694
iteration 11, loss 3.42766860
iteration 12, loss 3.20941724
iteration 13, loss 3.37764599
iteration 14, loss 3.45898625
iteration 15, loss 3.48594233
iteration 16, loss 3.44506058
iteration 17, loss 3.42725915
iteration 18, loss 3.25955421
iteration 19, loss 3.45781843
iteration 20, loss 3.49937508
iteration 21, loss 3.46135127
iteration 22, loss 3.45227040
iteration 23, loss 3.45489243
iteration 24, loss 3.44755168
iteration 25, loss 3.50244694
iteration 26, loss 3.49466592
iteration 27, loss 3.38722728
iteration 28, loss 3.49856583
iteration 29, loss 3.46042837
iteration 30, loss 3.46398351
iteration 31, loss 3.44159940
iteration 32, loss 3.47315332
iteration 33, loss 3.43881525
iteration 34, loss 3.47278466
iteration 35, loss 3.49872598
iteration 36, loss 3.50631806
iteration 37, loss 3.50031382
iteration 38, loss 3.49350581
iteration 39, loss 3.46613784
iteration 40, loss 3.49335808
iteration 41, loss 3.47368621
iteration 42, loss 3.41474015
iteration 43, loss 3.47321187
iteration 44, loss 3.49981520
iteration 45, loss 3.50623232
iteration 46, loss 3.48307210
iteration 47, loss 3.48934105
iteration 48, loss 3.46962296
iteration 49, loss 3.45336187
iteration 50, loss 3.49574197
iteration 51, loss 3.44455430
iteration 52, loss 3.46075214
iteration 53, loss 3.43257865
iteration 54, loss 3.45988819
iteration 55, loss 3.48927182
iteration 56, loss 3.45748301
iteration 57, loss 3.22777608
iteration 58, loss 3.43889979
iteration 59, loss 3.41197600
iteration 60, loss 3.50151016
iteration 61, loss 3.41638928
iteration 62, loss 3.41753091
iteration 63, loss 3.49650128
iteration 64, loss 3.44880918
iteration 65, loss 3.44282882
iteration 66, loss 3.51226462
iteration 67, loss 3.43812638
iteration 68, loss 3.49755185
iteration 69, loss 3.44584443
iteration 70, loss 3.23021584
iteration 71, loss 3.44600737
iteration 72, loss 3.37739463
iteration 73, loss 3.43915155
iteration 74, loss 3.47935800
iteration 75, loss 3.47132979
iteration 76, loss 3.47411141
iteration 77, loss 3.44848682
iteration 78, loss 3.45730171
iteration 79, loss 3.47584843
iteration 80, loss 3.47506135
iteration 81, loss 3.49740843
iteration 82, loss 3.49652486
iteration 83, loss 3.48091219
iteration 84, loss 3.45503906
iteration 85, loss 3.49484101
iteration 86, loss 3.39217036
iteration 87, loss 3.44817468
iteration 88, loss 3.48270077
iteration 89, loss 3.43212651
iteration 90, loss 3.48902475
iteration 91, loss 3.46982409
iteration 92, loss 3.48322123
iteration 93, loss 3.48171736
iteration 94, loss 3.46799266
iteration 95, loss 3.50268565
iteration 96, loss 3.44715305
iteration 97, loss 3.49910938
iteration 98, loss 3.48630038
iteration 99, loss 3.47684872
iteration 100, loss 3.49290223
iteration 101, loss 3.42414563
iteration 102, loss 3.49293056
iteration 103, loss 3.48432106
iteration 104, loss 3.42456763
iteration 105, loss 3.42884764
iteration 106, loss 3.48650905
iteration 107, loss 3.35770661
iteration 108, loss 3.42519501
iteration 109, loss 3.50153772
iteration 110, loss 3.51870758
iteration 111, loss 3.47811792
iteration 112, loss 3.41557458
iteration 113, loss 3.50923901
iteration 114, loss 3.49179796
iteration 115, loss 3.40523345
iteration 116, loss 3.48807804
iteration 117, loss 3.48439897
iteration 118, loss 3.48852447
iteration 119, loss 3.48378640
iteration 120, loss 3.46090431
iteration 121, loss 3.50503333
iteration 122, loss 3.40553922
iteration 123, loss 3.45813992
iteration 124, loss 3.49803358
iteration 125, loss 3.45079462
iteration 126, loss 3.19717605
iteration 127, loss 3.50238907
iteration 128, loss 3.50527036
iteration 129, loss 3.49681892
iteration 130, loss 3.51899504
iteration 131, loss 3.51181271
iteration 132, loss 3.46718959
iteration 133, loss 3.50153938
iteration 134, loss 3.51728745
iteration 135, loss 3.48631019
iteration 136, loss 3.43771206
iteration 137, loss 3.25399948
iteration 138, loss 3.49540552
iteration 139, loss 3.50401187
iteration 140, loss 3.48596225
iteration 141, loss 3.50826351
iteration 142, loss 3.20426972
iteration 143, loss 3.50782612
iteration 144, loss 3.43903466
iteration 145, loss 3.50771624
iteration 146, loss 3.49488348
iteration 147, loss 3.39843382
iteration 148, loss 3.51675830
iteration 149, loss 3.23760620
iteration 150, loss 3.30297995
iteration 151, loss 3.46077250
iteration 152, loss 3.48472662
iteration 153, loss 3.50235164
iteration 154, loss 3.44754997
iteration 155, loss 3.51689010
iteration 156, loss 3.46110066
iteration 157, loss 3.50158721
iteration 158, loss 3.39022687
iteration 159, loss 3.45747566
iteration 160, loss 3.48379413
iteration 161, loss 3.45289047
iteration 162, loss 3.40542897
iteration 163, loss 3.23312041
iteration 164, loss 3.46957096
iteration 165, loss 3.48564664
iteration 166, loss 3.49233177
iteration 167, loss 3.47939091
iteration 168, loss 3.35135265
iteration 169, loss 3.41176130
iteration 170, loss 3.20670623
iteration 171, loss 3.45687171
iteration 172, loss 3.45623008
iteration 173, loss 3.49891415
iteration 174, loss 3.45322877
iteration 175, loss 3.47941017
iteration 176, loss 3.21719411
iteration 177, loss 3.44990623
iteration 178, loss 3.21653634
iteration 179, loss 3.50240832
iteration 180, loss 3.16185003
iteration 181, loss 3.24407193
iteration 182, loss 3.47176430
iteration 183, loss 3.46120535
iteration 184, loss 3.44216096
iteration 185, loss 3.17988578
iteration 186, loss 3.50127329
iteration 187, loss 3.48670537
iteration 188, loss 3.50353743
iteration 189, loss 3.50093612
iteration 190, loss 3.49769715
iteration 191, loss 3.45225396
iteration 192, loss 3.41949065
iteration 193, loss 3.19073337
iteration 194, loss 3.46882082
iteration 195, loss 3.50225078
iteration 196, loss 3.45663177
iteration 197, loss 3.47423709
iteration 198, loss 3.44285565
iteration 199, loss 3.49262501
