#params: learningRate 0.010, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.71507341
iteration 1, loss 0.77553496
iteration 2, loss 0.83541711
iteration 3, loss 0.89481010
iteration 4, loss 0.95363258
iteration 5, loss 1.01179267
iteration 6, loss 1.06926364
iteration 7, loss 1.12617277
iteration 8, loss 1.18249456
iteration 9, loss 1.23752200
iteration 10, loss 1.29166664
iteration 11, loss 1.34461297
iteration 12, loss 1.39639378
iteration 13, loss 1.44704811
iteration 14, loss 1.49620363
iteration 15, loss 1.54399214
iteration 16, loss 1.59029240
iteration 17, loss 1.63530327
iteration 18, loss 1.67854953
iteration 19, loss 1.72033993
iteration 20, loss 1.76085327
iteration 21, loss 1.79955355
iteration 22, loss 1.83698264
iteration 23, loss 1.87301400
iteration 24, loss 1.90759486
iteration 25, loss 1.94086219
iteration 26, loss 1.97279738
iteration 27, loss 2.00353733
iteration 28, loss 2.03281945
iteration 29, loss 2.06101541
iteration 30, loss 2.08813025
iteration 31, loss 2.11424188
iteration 32, loss 2.13933414
iteration 33, loss 2.16325486
iteration 34, loss 2.18628660
iteration 35, loss 2.20833267
iteration 36, loss 2.22956957
iteration 37, loss 2.24993906
iteration 38, loss 2.26945350
iteration 39, loss 2.28826124
iteration 40, loss 2.30622768
iteration 41, loss 2.32350487
iteration 42, loss 2.34016684
iteration 43, loss 2.35611776
iteration 44, loss 2.37143636
iteration 45, loss 2.38620057
iteration 46, loss 2.40049592
iteration 47, loss 2.41411973
iteration 48, loss 2.42718159
iteration 49, loss 2.43989666
iteration 50, loss 2.45213651
iteration 51, loss 2.46379751
iteration 52, loss 2.47508151
iteration 53, loss 2.48587781
iteration 54, loss 2.49632481
iteration 55, loss 2.50639210
iteration 56, loss 2.51607282
iteration 57, loss 2.52542787
iteration 58, loss 2.53440790
iteration 59, loss 2.54301410
iteration 60, loss 2.55137811
iteration 61, loss 2.55937186
iteration 62, loss 2.56715635
iteration 63, loss 2.57454924
iteration 64, loss 2.58175960
iteration 65, loss 2.58870190
iteration 66, loss 2.59543464
iteration 67, loss 2.60191934
iteration 68, loss 2.60814503
iteration 69, loss 2.61411933
iteration 70, loss 2.61990458
iteration 71, loss 2.62545917
iteration 72, loss 2.63081591
iteration 73, loss 2.63601014
iteration 74, loss 2.64104841
iteration 75, loss 2.64594425
iteration 76, loss 2.65061461
iteration 77, loss 2.65510502
iteration 78, loss 2.65948322
iteration 79, loss 2.66366153
iteration 80, loss 2.66778072
iteration 81, loss 2.67160501
iteration 82, loss 2.67540756
iteration 83, loss 2.67901215
iteration 84, loss 2.68261082
iteration 85, loss 2.68605010
iteration 86, loss 2.68933924
iteration 87, loss 2.69252527
iteration 88, loss 2.69559024
iteration 89, loss 2.69856316
iteration 90, loss 2.70141787
iteration 91, loss 2.70417133
iteration 92, loss 2.70691304
iteration 93, loss 2.70944857
iteration 94, loss 2.71195997
iteration 95, loss 2.71441964
iteration 96, loss 2.71675964
iteration 97, loss 2.71895071
iteration 98, loss 2.72119277
iteration 99, loss 2.72329200
iteration 100, loss 2.72535912
iteration 101, loss 2.72732055
iteration 102, loss 2.72920280
iteration 103, loss 2.73107498
iteration 104, loss 2.73284527
iteration 105, loss 2.73450535
iteration 106, loss 2.73617133
iteration 107, loss 2.73775352
iteration 108, loss 2.73934683
iteration 109, loss 2.74089115
iteration 110, loss 2.74233453
iteration 111, loss 2.74372077
iteration 112, loss 2.74507816
iteration 113, loss 2.74643100
iteration 114, loss 2.74770237
iteration 115, loss 2.74887445
iteration 116, loss 2.75003707
iteration 117, loss 2.75119738
iteration 118, loss 2.75227134
iteration 119, loss 2.75340018
iteration 120, loss 2.75440135
iteration 121, loss 2.75545529
iteration 122, loss 2.75641504
iteration 123, loss 2.75737121
iteration 124, loss 2.75827575
iteration 125, loss 2.75915466
iteration 126, loss 2.76000141
iteration 127, loss 2.76082706
iteration 128, loss 2.76157419
iteration 129, loss 2.76236123
iteration 130, loss 2.76304738
iteration 131, loss 2.76382650
iteration 132, loss 2.76452294
iteration 133, loss 2.76519322
iteration 134, loss 2.76578934
iteration 135, loss 2.76643183
iteration 136, loss 2.76706539
iteration 137, loss 2.76772042
iteration 138, loss 2.76822200
iteration 139, loss 2.76873056
iteration 140, loss 2.76928617
iteration 141, loss 2.76977857
iteration 142, loss 2.77027839
iteration 143, loss 2.77079201
iteration 144, loss 2.77123900
iteration 145, loss 2.77169329
iteration 146, loss 2.77209471
iteration 147, loss 2.77257639
iteration 148, loss 2.77296455
iteration 149, loss 2.77334476
iteration 150, loss 2.77372201
iteration 151, loss 2.77414328
iteration 152, loss 2.77451094
iteration 153, loss 2.77484105
iteration 154, loss 2.77515483
iteration 155, loss 2.77548178
iteration 156, loss 2.77577626
iteration 157, loss 2.77607315
iteration 158, loss 2.77637022
iteration 159, loss 2.77666361
iteration 160, loss 2.77690917
iteration 161, loss 2.77719351
iteration 162, loss 2.77744805
iteration 163, loss 2.77767212
iteration 164, loss 2.77787866
iteration 165, loss 2.77813643
iteration 166, loss 2.77837002
iteration 167, loss 2.77856260
iteration 168, loss 2.77881860
iteration 169, loss 2.77901715
iteration 170, loss 2.77918084
iteration 171, loss 2.77935178
iteration 172, loss 2.77953551
iteration 173, loss 2.77974576
iteration 174, loss 2.77995290
iteration 175, loss 2.78009455
iteration 176, loss 2.78023772
iteration 177, loss 2.78042888
iteration 178, loss 2.78058237
iteration 179, loss 2.78073663
iteration 180, loss 2.78078346
iteration 181, loss 2.78091485
iteration 182, loss 2.78103842
iteration 183, loss 2.78115137
iteration 184, loss 2.78126682
iteration 185, loss 2.78134937
iteration 186, loss 2.78151973
iteration 187, loss 2.78165153
iteration 188, loss 2.78178143
iteration 189, loss 2.78187256
iteration 190, loss 2.78196841
iteration 191, loss 2.78200165
iteration 192, loss 2.78209777
iteration 193, loss 2.78221415
iteration 194, loss 2.78230918
iteration 195, loss 2.78238353
iteration 196, loss 2.78244401
iteration 197, loss 2.78253001
iteration 198, loss 2.78261156
iteration 199, loss 2.78268346
iteration 200, loss 2.78278521
iteration 201, loss 2.78287851
iteration 202, loss 2.78288295
iteration 203, loss 2.78289575
iteration 204, loss 2.78296385
iteration 205, loss 2.78306097
iteration 206, loss 2.78311077
iteration 207, loss 2.78313928
iteration 208, loss 2.78327318
iteration 209, loss 2.78335754
iteration 210, loss 2.78339063
iteration 211, loss 2.78344348
iteration 212, loss 2.78341511
iteration 213, loss 2.78342892
iteration 214, loss 2.78345905
iteration 215, loss 2.78353466
iteration 216, loss 2.78354815
iteration 217, loss 2.78363374
iteration 218, loss 2.78366399
iteration 219, loss 2.78366088
