#params: learningRate 0.050, momentum 0.900, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.89970533
iteration 1, loss 1.67736197
iteration 2, loss 2.45587467
iteration 3, loss 2.65926792
iteration 4, loss 2.48566557
iteration 5, loss 2.23809652
iteration 6, loss 2.08860578
iteration 7, loss 2.07090307
iteration 8, loss 2.07205600
iteration 9, loss 2.09958324
iteration 10, loss 2.15980696
iteration 11, loss 2.16492154
iteration 12, loss 2.17220884
iteration 13, loss 2.14455933
iteration 14, loss 2.11489437
iteration 15, loss 2.10551080
iteration 16, loss 2.11468563
iteration 17, loss 2.12242875
iteration 18, loss 2.10788128
iteration 19, loss 2.09732461
iteration 20, loss 2.07139819
iteration 21, loss 2.07236825
iteration 22, loss 2.05753572
iteration 23, loss 2.04426987
iteration 24, loss 2.02975583
iteration 25, loss 1.97996528
iteration 26, loss 1.94754279
iteration 27, loss 1.94556202
iteration 28, loss 1.88150968
iteration 29, loss 1.84581065
iteration 30, loss 1.82371902
iteration 31, loss 1.77914421
iteration 32, loss 1.72133694
iteration 33, loss 1.68234302
iteration 34, loss 1.62457134
iteration 35, loss 1.56115631
iteration 36, loss 1.51125186
iteration 37, loss 1.46340430
iteration 38, loss 1.43048871
iteration 39, loss 1.38937484
iteration 40, loss 1.33635572
iteration 41, loss 1.29870412
iteration 42, loss 1.27958045
iteration 43, loss 1.22048067
iteration 44, loss 1.16999337
iteration 45, loss 1.14283393
iteration 46, loss 1.14159981
iteration 47, loss 1.10873171
iteration 48, loss 1.07457055
iteration 49, loss 1.07658072
iteration 50, loss 1.03513880
iteration 51, loss 1.01354851
iteration 52, loss 0.99393258
iteration 53, loss 0.98765315
iteration 54, loss 0.95279726
iteration 55, loss 0.92384942
iteration 56, loss 0.90334270
iteration 57, loss 0.88720797
iteration 58, loss 0.87923956
iteration 59, loss 0.85255044
iteration 60, loss 0.83425192
iteration 61, loss 0.84870225
iteration 62, loss 0.84254789
iteration 63, loss 0.80738367
iteration 64, loss 0.78903640
iteration 65, loss 0.76731814
iteration 66, loss 0.76139799
iteration 67, loss 0.77108370
iteration 68, loss 0.74806669
iteration 69, loss 0.74095127
iteration 70, loss 0.71300804
iteration 71, loss 0.68455610
iteration 72, loss 0.69510094
iteration 73, loss 0.67656847
iteration 74, loss 0.67303088
iteration 75, loss 0.65162063
iteration 76, loss 0.64050862
iteration 77, loss 0.62681655
iteration 78, loss 0.60942156
iteration 79, loss 0.60965162
iteration 80, loss 0.61093264
iteration 81, loss 0.58919209
iteration 82, loss 0.56666694
iteration 83, loss 0.54624392
iteration 84, loss 0.53746604
iteration 85, loss 0.53646945
iteration 86, loss 0.53766914
iteration 87, loss 0.51053838
iteration 88, loss 0.50532499
iteration 89, loss 0.49216653
iteration 90, loss 0.47676755
iteration 91, loss 0.48392309
iteration 92, loss 0.46741668
iteration 93, loss 0.45863391
iteration 94, loss 0.45893498
iteration 95, loss 0.44833649
iteration 96, loss 0.43844070
iteration 97, loss 0.42981290
iteration 98, loss 0.42188376
iteration 99, loss 0.40678323
