#params: learningRate 0.010, momentum 0.100, numIterations 100000, printEvery 1000, printFirst 2000
iteration 0, loss 0.47531618
iteration 1, loss 0.48076258
iteration 2, loss 0.48594709
iteration 3, loss 0.49108179
iteration 4, loss 0.49597754
iteration 5, loss 0.50071677
iteration 6, loss 0.50529681
iteration 7, loss 0.50983745
iteration 8, loss 0.51413381
iteration 9, loss 0.51828755
iteration 10, loss 0.52222510
iteration 11, loss 0.52609250
iteration 12, loss 0.52990318
iteration 13, loss 0.53345347
iteration 14, loss 0.53691067
iteration 15, loss 0.54026069
iteration 16, loss 0.54345880
iteration 17, loss 0.54648802
iteration 18, loss 0.54953401
iteration 19, loss 0.55237573
iteration 20, loss 0.55514263
iteration 21, loss 0.55780061
iteration 22, loss 0.56039018
iteration 23, loss 0.56286641
iteration 24, loss 0.56519234
iteration 25, loss 0.56747591
iteration 26, loss 0.56969683
iteration 27, loss 0.57178183
iteration 28, loss 0.57381321
iteration 29, loss 0.57577817
iteration 30, loss 0.57766562
iteration 31, loss 0.57950480
iteration 32, loss 0.58127345
iteration 33, loss 0.58294303
iteration 34, loss 0.58456773
iteration 35, loss 0.58611843
iteration 36, loss 0.58763021
iteration 37, loss 0.58907672
iteration 38, loss 0.59046478
iteration 39, loss 0.59181423
iteration 40, loss 0.59312878
iteration 41, loss 0.59438066
iteration 42, loss 0.59558466
iteration 43, loss 0.59675169
iteration 44, loss 0.59787288
iteration 45, loss 0.59895856
iteration 46, loss 0.60001014
iteration 47, loss 0.60102908
iteration 48, loss 0.60199251
iteration 49, loss 0.60294842
iteration 50, loss 0.60386560
iteration 51, loss 0.60475788
iteration 52, loss 0.60559706
iteration 53, loss 0.60640250
iteration 54, loss 0.60720912
iteration 55, loss 0.60796683
iteration 56, loss 0.60871485
iteration 57, loss 0.60945107
iteration 58, loss 0.61012764
iteration 59, loss 0.61080442
iteration 60, loss 0.61144818
iteration 61, loss 0.61208405
iteration 62, loss 0.61268959
iteration 63, loss 0.61327542
iteration 64, loss 0.61383949
iteration 65, loss 0.61439504
iteration 66, loss 0.61492786
iteration 67, loss 0.61544709
iteration 68, loss 0.61594645
iteration 69, loss 0.61642733
iteration 70, loss 0.61692402
iteration 71, loss 0.61736215
iteration 72, loss 0.61780068
iteration 73, loss 0.61822928
iteration 74, loss 0.61864675
iteration 75, loss 0.61904463
iteration 76, loss 0.61943390
iteration 77, loss 0.61981029
iteration 78, loss 0.62018494
iteration 79, loss 0.62053704
iteration 80, loss 0.62088465
iteration 81, loss 0.62121606
iteration 82, loss 0.62154274
iteration 83, loss 0.62185446
iteration 84, loss 0.62216158
iteration 85, loss 0.62245823
iteration 86, loss 0.62274884
iteration 87, loss 0.62303074
iteration 88, loss 0.62330015
iteration 89, loss 0.62356474
iteration 90, loss 0.62382108
iteration 91, loss 0.62407100
iteration 92, loss 0.62430980
iteration 93, loss 0.62454599
iteration 94, loss 0.62477376
iteration 95, loss 0.62499566
iteration 96, loss 0.62521348
iteration 97, loss 0.62542480
iteration 98, loss 0.62562598
iteration 99, loss 0.62582076
iteration 100, loss 0.62601178
iteration 101, loss 0.62620042
iteration 102, loss 0.62637859
iteration 103, loss 0.62655360
iteration 104, loss 0.62673208
iteration 105, loss 0.62689834
iteration 106, loss 0.62706236
iteration 107, loss 0.62721992
iteration 108, loss 0.62736499
iteration 109, loss 0.62751476
iteration 110, loss 0.62765960
iteration 111, loss 0.62780148
iteration 112, loss 0.62794412
iteration 113, loss 0.62807551
iteration 114, loss 0.62820492
iteration 115, loss 0.62833447
iteration 116, loss 0.62845431
iteration 117, loss 0.62857309
iteration 118, loss 0.62868759
iteration 119, loss 0.62880073
iteration 120, loss 0.62891018
iteration 121, loss 0.62901710
iteration 122, loss 0.62912247
iteration 123, loss 0.62922387
iteration 124, loss 0.62932319
iteration 125, loss 0.62942083
iteration 126, loss 0.62952836
iteration 127, loss 0.62960263
iteration 128, loss 0.62969036
iteration 129, loss 0.62977713
iteration 130, loss 0.62986044
iteration 131, loss 0.62994334
iteration 132, loss 0.63002185
iteration 133, loss 0.63009793
iteration 134, loss 0.63017402
iteration 135, loss 0.63024964
iteration 136, loss 0.63032074
iteration 137, loss 0.63040472
iteration 138, loss 0.63045754
iteration 139, loss 0.63052527
iteration 140, loss 0.63058792
iteration 141, loss 0.63065059
iteration 142, loss 0.63072657
iteration 143, loss 0.63077046
iteration 144, loss 0.63082702
iteration 145, loss 0.63088334
iteration 146, loss 0.63093817
iteration 147, loss 0.63099148
iteration 148, loss 0.63104163
iteration 149, loss 0.63110774
iteration 150, loss 0.63114494
iteration 151, loss 0.63118855
iteration 152, loss 0.63123752
iteration 153, loss 0.63128064
iteration 154, loss 0.63132685
iteration 155, loss 0.63136968
iteration 156, loss 0.63140903
iteration 157, loss 0.63145055
iteration 158, loss 0.63149351
iteration 159, loss 0.63153166
iteration 160, loss 0.63156624
iteration 161, loss 0.63159880
iteration 162, loss 0.63164007
iteration 163, loss 0.63168694
iteration 164, loss 0.63170432
iteration 165, loss 0.63174034
iteration 166, loss 0.63176999
iteration 167, loss 0.63180387
iteration 168, loss 0.63183395
iteration 169, loss 0.63186426
iteration 170, loss 0.63190579
iteration 171, loss 0.63191805
iteration 172, loss 0.63194506
