#params: learningRate 0.050, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.84582238
iteration 1, loss 1.14464984
iteration 2, loss 1.42183430
iteration 3, loss 1.66776011
iteration 4, loss 1.87532777
iteration 5, loss 2.04537112
iteration 6, loss 2.18396480
iteration 7, loss 2.29722654
iteration 8, loss 2.38995128
iteration 9, loss 2.46447994
iteration 10, loss 2.52599323
iteration 11, loss 2.57694476
iteration 12, loss 2.61919385
iteration 13, loss 2.65441114
iteration 14, loss 2.68379994
iteration 15, loss 2.70809968
iteration 16, loss 2.72865338
iteration 17, loss 2.74608681
iteration 18, loss 2.76046404
iteration 19, loss 2.77270727
iteration 20, loss 2.78297350
iteration 21, loss 2.79107500
iteration 22, loss 2.79864037
iteration 23, loss 2.80515639
iteration 24, loss 2.81032476
iteration 25, loss 2.81467134
iteration 26, loss 2.81826107
iteration 27, loss 2.82169062
iteration 28, loss 2.82393611
iteration 29, loss 2.82635854
iteration 30, loss 2.82838007
iteration 31, loss 2.83023268
iteration 32, loss 2.83151723
iteration 33, loss 2.83260246
iteration 34, loss 2.83387037
iteration 35, loss 2.83451665
iteration 36, loss 2.83525604
iteration 37, loss 2.83597881
iteration 38, loss 2.83629508
iteration 39, loss 2.83687291
iteration 40, loss 2.83715493
iteration 41, loss 2.83742369
iteration 42, loss 2.83783142
iteration 43, loss 2.83780566
iteration 44, loss 2.83785465
iteration 45, loss 2.83814091
iteration 46, loss 2.83818594
iteration 47, loss 2.83829377
iteration 48, loss 2.83842970
iteration 49, loss 2.83861696
iteration 50, loss 2.83895836
iteration 51, loss 2.83888072
iteration 52, loss 2.83897029
iteration 53, loss 2.83898165
iteration 54, loss 2.83909575
iteration 55, loss 2.83902245
iteration 56, loss 2.83904230
iteration 57, loss 2.83916883
iteration 58, loss 2.83883252
iteration 59, loss 2.83885646
iteration 60, loss 2.83904535
iteration 61, loss 2.83894794
iteration 62, loss 2.83912016
iteration 63, loss 2.83868707
iteration 64, loss 2.83882923
iteration 65, loss 2.83894849
iteration 66, loss 2.83908780
iteration 67, loss 2.83903072
iteration 68, loss 2.83904269
iteration 69, loss 2.83908003
iteration 70, loss 2.83877878
iteration 71, loss 2.83872989
iteration 72, loss 2.83869147
iteration 73, loss 2.83880918
iteration 74, loss 2.83893397
iteration 75, loss 2.83888048
iteration 76, loss 2.83899978
iteration 77, loss 2.83892310
iteration 78, loss 2.83887803
iteration 79, loss 2.83865027
iteration 80, loss 2.83883920
iteration 81, loss 2.83846161
iteration 82, loss 2.83857462
iteration 83, loss 2.83829099
iteration 84, loss 2.83862471
iteration 85, loss 2.83871485
iteration 86, loss 2.83849313
iteration 87, loss 2.83851814
iteration 88, loss 2.83851800
iteration 89, loss 2.83846258
