#params: learningRate 0.010, momentum 0.700, numIterations 100000, printEvery 1000, printFirst 2000
iteration 0, loss 0.47791144
iteration 1, loss 0.49220166
iteration 2, loss 0.50665855
iteration 3, loss 0.52009353
iteration 4, loss 0.53177580
iteration 5, loss 0.54225114
iteration 6, loss 0.55164249
iteration 7, loss 0.56033624
iteration 8, loss 0.56739833
iteration 9, loss 0.57395345
iteration 10, loss 0.57988486
iteration 11, loss 0.58505391
iteration 12, loss 0.58997193
iteration 13, loss 0.59395592
iteration 14, loss 0.59745985
iteration 15, loss 0.60071829
iteration 16, loss 0.60377268
iteration 17, loss 0.60640555
iteration 18, loss 0.60898604
iteration 19, loss 0.61093503
iteration 20, loss 0.61280001
iteration 21, loss 0.61464397
iteration 22, loss 0.61627979
iteration 23, loss 0.61771770
iteration 24, loss 0.61901187
iteration 25, loss 0.62008681
iteration 26, loss 0.62120471
iteration 27, loss 0.62239449
iteration 28, loss 0.62307116
iteration 29, loss 0.62398213
iteration 30, loss 0.62473081
iteration 31, loss 0.62548052
iteration 32, loss 0.62605273
iteration 33, loss 0.62669127
iteration 34, loss 0.62714926
iteration 35, loss 0.62757550
iteration 36, loss 0.62801118
iteration 37, loss 0.62843255
iteration 38, loss 0.62881816
iteration 39, loss 0.62921626
iteration 40, loss 0.62949203
iteration 41, loss 0.62981209
iteration 42, loss 0.63019112
iteration 43, loss 0.63032638
iteration 44, loss 0.63049716
iteration 45, loss 0.63069149
iteration 46, loss 0.63093944
iteration 47, loss 0.63110702
iteration 48, loss 0.63130175
iteration 49, loss 0.63148992
iteration 50, loss 0.63154881
iteration 51, loss 0.63177835
iteration 52, loss 0.63186830
iteration 53, loss 0.63203780
iteration 54, loss 0.63207514
iteration 55, loss 0.63209968
iteration 56, loss 0.63226083
iteration 57, loss 0.63250991
iteration 58, loss 0.63242621
iteration 59, loss 0.63254102
iteration 60, loss 0.63244031
iteration 61, loss 0.63266643
iteration 62, loss 0.63273271
iteration 63, loss 0.63261242
iteration 64, loss 0.63274635
iteration 65, loss 0.63278681
iteration 66, loss 0.63270184
iteration 67, loss 0.63288250
iteration 68, loss 0.63279509
iteration 69, loss 0.63293115
iteration 70, loss 0.63311520
iteration 71, loss 0.63297289
iteration 72, loss 0.63310384
iteration 73, loss 0.63301960
