#params: learningRate 0.100, momentum 0.100, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.85198000
iteration 1, loss 1.12858830
iteration 2, loss 1.35736105
iteration 3, loss 1.54348409
iteration 4, loss 1.68825322
iteration 5, loss 1.80048528
iteration 6, loss 1.88746069
iteration 7, loss 1.95447873
iteration 8, loss 2.00618623
iteration 9, loss 2.04578887
iteration 10, loss 2.07510889
iteration 11, loss 2.09924843
iteration 12, loss 2.12027152
iteration 13, loss 2.13111934
iteration 14, loss 2.14127617
iteration 15, loss 2.15020169
iteration 16, loss 2.15685483
iteration 17, loss 2.16019808
iteration 18, loss 2.16825098
iteration 19, loss 2.16839449
iteration 20, loss 2.17087060
iteration 21, loss 2.17185669
iteration 22, loss 2.17373296
iteration 23, loss 2.17367055
iteration 24, loss 2.17359904
iteration 25, loss 2.17517419
iteration 26, loss 2.17597151
iteration 27, loss 2.17500674
iteration 28, loss 2.17600358
iteration 29, loss 2.17595006
iteration 30, loss 2.17623749
iteration 31, loss 2.17685924
iteration 32, loss 2.17680518
iteration 33, loss 2.17627827
iteration 34, loss 2.17609531
iteration 35, loss 2.17653844
iteration 36, loss 2.17691959
iteration 37, loss 2.17691281
iteration 38, loss 2.17636000
iteration 39, loss 2.17564375
iteration 40, loss 2.17575556
iteration 41, loss 2.17481580
iteration 42, loss 2.17472981
iteration 43, loss 2.17360524
iteration 44, loss 2.17332319
iteration 45, loss 2.17383045
iteration 46, loss 2.17447211
iteration 47, loss 2.17363245
iteration 48, loss 2.17324239
iteration 49, loss 2.17180920
iteration 50, loss 2.17227066
iteration 51, loss 2.17086673
iteration 52, loss 2.17068004
iteration 53, loss 2.17006262
iteration 54, loss 2.17046727
iteration 55, loss 2.16966726
iteration 56, loss 2.16865659
iteration 57, loss 2.16915589
iteration 58, loss 2.16600758
iteration 59, loss 2.16674484
iteration 60, loss 2.16578886
iteration 61, loss 2.16327475
iteration 62, loss 2.16351634
iteration 63, loss 2.16290578
iteration 64, loss 2.16130736
iteration 65, loss 2.16117872
iteration 66, loss 2.16062263
iteration 67, loss 2.15805390
iteration 68, loss 2.15796040
iteration 69, loss 2.15558233
iteration 70, loss 2.15637831
iteration 71, loss 2.15147047
iteration 72, loss 2.15138651
iteration 73, loss 2.14950708
iteration 74, loss 2.14843720
iteration 75, loss 2.14612170
iteration 76, loss 2.14435376
iteration 77, loss 2.14212679
iteration 78, loss 2.14077729
iteration 79, loss 2.13881996
iteration 80, loss 2.13632298
iteration 81, loss 2.13391314
iteration 82, loss 2.13237423
iteration 83, loss 2.12911520
iteration 84, loss 2.12689820
iteration 85, loss 2.12475674
iteration 86, loss 2.12051855
iteration 87, loss 2.11771394
iteration 88, loss 2.11540966
iteration 89, loss 2.11096405
iteration 90, loss 2.10843021
iteration 91, loss 2.10545479
iteration 92, loss 2.10063824
iteration 93, loss 2.09623447
iteration 94, loss 2.09369739
iteration 95, loss 2.08938891
iteration 96, loss 2.08362001
iteration 97, loss 2.07904124
iteration 98, loss 2.07263831
iteration 99, loss 2.06814163
iteration 100, loss 2.06284674
iteration 101, loss 2.05823768
iteration 102, loss 2.05231000
iteration 103, loss 2.04653382
iteration 104, loss 2.04100622
iteration 105, loss 2.03434015
iteration 106, loss 2.02756775
iteration 107, loss 2.01992311
iteration 108, loss 2.01273797
iteration 109, loss 2.00630582
iteration 110, loss 1.99977705
iteration 111, loss 1.99380603
iteration 112, loss 1.98357839
iteration 113, loss 1.97691703
iteration 114, loss 1.96800590
iteration 115, loss 1.95948735
iteration 116, loss 1.95310246
iteration 117, loss 1.94595315
iteration 118, loss 1.93595554
iteration 119, loss 1.92403939
iteration 120, loss 1.91665401
iteration 121, loss 1.90802650
iteration 122, loss 1.89318599
iteration 123, loss 1.88827866
iteration 124, loss 1.87926909
iteration 125, loss 1.86812815
iteration 126, loss 1.85692872
iteration 127, loss 1.84496519
iteration 128, loss 1.83515886
iteration 129, loss 1.82586377
iteration 130, loss 1.81613298
iteration 131, loss 1.80650092
iteration 132, loss 1.79504107
iteration 133, loss 1.78634425
iteration 134, loss 1.77493506
iteration 135, loss 1.76596585
iteration 136, loss 1.75252006
iteration 137, loss 1.74514124
iteration 138, loss 1.73317553
iteration 139, loss 1.72423353
iteration 140, loss 1.71129444
iteration 141, loss 1.70291922
iteration 142, loss 1.68567196
iteration 143, loss 1.67325252
iteration 144, loss 1.66508003
iteration 145, loss 1.65734078
iteration 146, loss 1.64524921
iteration 147, loss 1.63353279
iteration 148, loss 1.62272845
iteration 149, loss 1.61747516
iteration 150, loss 1.59439911
iteration 151, loss 1.58887600
iteration 152, loss 1.58006776
iteration 153, loss 1.56799810
iteration 154, loss 1.56189212
iteration 155, loss 1.55027975
iteration 156, loss 1.54495166
iteration 157, loss 1.53101386
iteration 158, loss 1.52167998
iteration 159, loss 1.51243525
iteration 160, loss 1.49864559
iteration 161, loss 1.48983665
iteration 162, loss 1.48544476
iteration 163, loss 1.46549396
iteration 164, loss 1.45868893
iteration 165, loss 1.45469389
iteration 166, loss 1.44032794
iteration 167, loss 1.43581444
iteration 168, loss 1.43290818
iteration 169, loss 1.42282140
iteration 170, loss 1.40523758
iteration 171, loss 1.40508466
iteration 172, loss 1.39462740
iteration 173, loss 1.38504934
iteration 174, loss 1.37822869
iteration 175, loss 1.36610929
iteration 176, loss 1.36135468
iteration 177, loss 1.35365743
iteration 178, loss 1.34534641
iteration 179, loss 1.33643256
iteration 180, loss 1.33693151
iteration 181, loss 1.32685441
iteration 182, loss 1.31305592
iteration 183, loss 1.30709988
iteration 184, loss 1.30297900
iteration 185, loss 1.30015283
iteration 186, loss 1.29237464
iteration 187, loss 1.28921462
iteration 188, loss 1.28129639
iteration 189, loss 1.27155120
iteration 190, loss 1.26783709
iteration 191, loss 1.25612679
iteration 192, loss 1.25248867
iteration 193, loss 1.25011816
iteration 194, loss 1.23577466
iteration 195, loss 1.23086390
iteration 196, loss 1.21710709
iteration 197, loss 1.22486410
iteration 198, loss 1.22660384
iteration 199, loss 1.21712999
iteration 200, loss 1.20680411
iteration 201, loss 1.19442722
iteration 202, loss 1.19531762
iteration 203, loss 1.19134628
iteration 204, loss 1.17627377
iteration 205, loss 1.18631676
iteration 206, loss 1.18034770
iteration 207, loss 1.17892978
iteration 208, loss 1.16845853
iteration 209, loss 1.15721214
iteration 210, loss 1.15813237
iteration 211, loss 1.14968960
iteration 212, loss 1.14411258
iteration 213, loss 1.14479953
iteration 214, loss 1.13284084
iteration 215, loss 1.13147275
iteration 216, loss 1.12758081
iteration 217, loss 1.11785052
iteration 218, loss 1.11163589
iteration 219, loss 1.10871406
iteration 220, loss 1.10812578
iteration 221, loss 1.10656104
iteration 222, loss 1.10608885
iteration 223, loss 1.08946408
iteration 224, loss 1.08907476
iteration 225, loss 1.09279102
iteration 226, loss 1.09217327
iteration 227, loss 1.08580075
iteration 228, loss 1.08272742
iteration 229, loss 1.07660629
iteration 230, loss 1.06750258
iteration 231, loss 1.05380841
iteration 232, loss 1.05349249
iteration 233, loss 1.06200901
iteration 234, loss 1.05913976
iteration 235, loss 1.05057619
iteration 236, loss 1.04873476
iteration 237, loss 1.04231451
iteration 238, loss 1.03656444
iteration 239, loss 1.03473470
iteration 240, loss 1.03654162
iteration 241, loss 1.03054105
iteration 242, loss 1.02544552
iteration 243, loss 1.02350703
iteration 244, loss 1.02254210
iteration 245, loss 1.01914537
iteration 246, loss 1.00751385
iteration 247, loss 0.99455919
iteration 248, loss 0.99470864
iteration 249, loss 0.99109064
iteration 250, loss 0.99156440
iteration 251, loss 0.98162501
iteration 252, loss 0.98049824
iteration 253, loss 0.98268698
iteration 254, loss 0.98362424
iteration 255, loss 0.97583870
iteration 256, loss 0.97323492
iteration 257, loss 0.97428896
iteration 258, loss 0.97214715
iteration 259, loss 0.96519535
iteration 260, loss 0.96513934
iteration 261, loss 0.96923705
iteration 262, loss 0.95416975
iteration 263, loss 0.95223091
iteration 264, loss 0.95324607
iteration 265, loss 0.94827608
iteration 266, loss 0.94089669
iteration 267, loss 0.94874255
iteration 268, loss 0.94785009
iteration 269, loss 0.93956900
iteration 270, loss 0.92128905
iteration 271, loss 0.91250684
iteration 272, loss 0.91302203
iteration 273, loss 0.91298111
iteration 274, loss 0.91089489
iteration 275, loss 0.91112196
iteration 276, loss 0.91302254
iteration 277, loss 0.91381899
iteration 278, loss 0.90156835
iteration 279, loss 0.90761049
iteration 280, loss 0.90360282
iteration 281, loss 0.89653019
iteration 282, loss 0.89178178
iteration 283, loss 0.89360997
iteration 284, loss 0.88536578
iteration 285, loss 0.88454620
iteration 286, loss 0.87876874
iteration 287, loss 0.87307755
iteration 288, loss 0.87947427
iteration 289, loss 0.88910636
iteration 290, loss 0.88171325
iteration 291, loss 0.88046316
iteration 292, loss 0.87662588
iteration 293, loss 0.86139288
iteration 294, loss 0.86071096
iteration 295, loss 0.86079882
iteration 296, loss 0.84910255
iteration 297, loss 0.85842814
iteration 298, loss 0.85726099
iteration 299, loss 0.85250184
iteration 300, loss 0.84197871
iteration 301, loss 0.84268378
iteration 302, loss 0.83583826
iteration 303, loss 0.84982343
iteration 304, loss 0.84634771
iteration 305, loss 0.84271852
iteration 306, loss 0.83403474
iteration 307, loss 0.83622394
iteration 308, loss 0.82185151
iteration 309, loss 0.83189489
iteration 310, loss 0.82373201
iteration 311, loss 0.82127317
iteration 312, loss 0.81500442
iteration 313, loss 0.81209875
iteration 314, loss 0.80686670
iteration 315, loss 0.80546322
iteration 316, loss 0.80495479
iteration 317, loss 0.80276836
iteration 318, loss 0.79646641
iteration 319, loss 0.78883222
iteration 320, loss 0.78917247
iteration 321, loss 0.78825553
iteration 322, loss 0.80048060
iteration 323, loss 0.79726852
iteration 324, loss 0.78257378
iteration 325, loss 0.78419258
iteration 326, loss 0.78230074
iteration 327, loss 0.77983312
iteration 328, loss 0.77732614
iteration 329, loss 0.76794318
iteration 330, loss 0.77187635
iteration 331, loss 0.77501369
iteration 332, loss 0.76561199
iteration 333, loss 0.75852356
iteration 334, loss 0.77591784
iteration 335, loss 0.76273082
iteration 336, loss 0.75926950
iteration 337, loss 0.75361019
iteration 338, loss 0.75767455
iteration 339, loss 0.75674620
iteration 340, loss 0.75044322
iteration 341, loss 0.74657883
iteration 342, loss 0.74826998
iteration 343, loss 0.74951085
iteration 344, loss 0.74254672
iteration 345, loss 0.73185631
iteration 346, loss 0.73197749
iteration 347, loss 0.73460667
iteration 348, loss 0.72625954
iteration 349, loss 0.73536618
iteration 350, loss 0.73481749
iteration 351, loss 0.73911349
iteration 352, loss 0.73106520
iteration 353, loss 0.73130198
iteration 354, loss 0.73268671
iteration 355, loss 0.72881989
iteration 356, loss 0.71668835
iteration 357, loss 0.70272090
iteration 358, loss 0.69958009
iteration 359, loss 0.71865596
iteration 360, loss 0.71126326
iteration 361, loss 0.70531624
iteration 362, loss 0.70263091
iteration 363, loss 0.69429480
iteration 364, loss 0.69234146
iteration 365, loss 0.68780559
iteration 366, loss 0.68784820
iteration 367, loss 0.68992226
iteration 368, loss 0.68673355
iteration 369, loss 0.68668808
iteration 370, loss 0.68859390
iteration 371, loss 0.68006108
iteration 372, loss 0.68441906
iteration 373, loss 0.67553041
iteration 374, loss 0.67168048
iteration 375, loss 0.67609150
iteration 376, loss 0.68072277
iteration 377, loss 0.67286661
iteration 378, loss 0.67183151
iteration 379, loss 0.67683357
iteration 380, loss 0.66406607
iteration 381, loss 0.66288029
iteration 382, loss 0.64567966
iteration 383, loss 0.64565416
iteration 384, loss 0.65595790
iteration 385, loss 0.66321800
iteration 386, loss 0.65918451
iteration 387, loss 0.64759750
iteration 388, loss 0.64590845
iteration 389, loss 0.63887119
iteration 390, loss 0.63829336
iteration 391, loss 0.63966781
iteration 392, loss 0.63921695
iteration 393, loss 0.64271126
iteration 394, loss 0.63365588
iteration 395, loss 0.64110647
iteration 396, loss 0.62670427
iteration 397, loss 0.63251978
iteration 398, loss 0.62885720
iteration 399, loss 0.61756727
iteration 400, loss 0.62176806
iteration 401, loss 0.62485729
iteration 402, loss 0.62593543
iteration 403, loss 0.61707189
iteration 404, loss 0.61686870
iteration 405, loss 0.60588483
iteration 406, loss 0.60291505
iteration 407, loss 0.61523604
iteration 408, loss 0.60894984
iteration 409, loss 0.61012451
iteration 410, loss 0.59873591
iteration 411, loss 0.59757655
iteration 412, loss 0.60416959
iteration 413, loss 0.60154615
iteration 414, loss 0.59414134
iteration 415, loss 0.59708762
iteration 416, loss 0.58702258
iteration 417, loss 0.58652439
iteration 418, loss 0.58674045
iteration 419, loss 0.58576672
iteration 420, loss 0.58840899
iteration 421, loss 0.58385137
iteration 422, loss 0.58097681
iteration 423, loss 0.58453931
iteration 424, loss 0.57717978
iteration 425, loss 0.58469404
iteration 426, loss 0.58732398
iteration 427, loss 0.58096249
iteration 428, loss 0.56689064
iteration 429, loss 0.56913373
iteration 430, loss 0.56326466
iteration 431, loss 0.56554803
iteration 432, loss 0.56370348
iteration 433, loss 0.56370221
iteration 434, loss 0.56261385
iteration 435, loss 0.56458079
iteration 436, loss 0.56902638
iteration 437, loss 0.55334266
iteration 438, loss 0.56570373
iteration 439, loss 0.55842743
iteration 440, loss 0.56042231
iteration 441, loss 0.55803331
iteration 442, loss 0.54370941
iteration 443, loss 0.53866559
iteration 444, loss 0.54344005
iteration 445, loss 0.54607697
iteration 446, loss 0.54512303
iteration 447, loss 0.53829571
iteration 448, loss 0.53754785
iteration 449, loss 0.54623278
iteration 450, loss 0.54420707
iteration 451, loss 0.54522841
iteration 452, loss 0.52959233
iteration 453, loss 0.54224279
iteration 454, loss 0.53597297
iteration 455, loss 0.52732346
iteration 456, loss 0.52687025
iteration 457, loss 0.52449344
iteration 458, loss 0.53432658
iteration 459, loss 0.52684632
iteration 460, loss 0.52469013
iteration 461, loss 0.52218098
iteration 462, loss 0.52294437
iteration 463, loss 0.52215405
iteration 464, loss 0.52613009
iteration 465, loss 0.51264602
iteration 466, loss 0.51791891
iteration 467, loss 0.51232577
iteration 468, loss 0.52549208
iteration 469, loss 0.51995061
iteration 470, loss 0.51151852
iteration 471, loss 0.51320654
iteration 472, loss 0.50705612
iteration 473, loss 0.50570663
iteration 474, loss 0.51651689
iteration 475, loss 0.50461139
iteration 476, loss 0.49622094
iteration 477, loss 0.50098097
iteration 478, loss 0.50072342
iteration 479, loss 0.49845847
iteration 480, loss 0.49184602
iteration 481, loss 0.49221431
iteration 482, loss 0.50072424
iteration 483, loss 0.50153471
iteration 484, loss 0.48839944
iteration 485, loss 0.48816986
iteration 486, loss 0.49714623
iteration 487, loss 0.49906561
iteration 488, loss 0.48900398
iteration 489, loss 0.48808716
iteration 490, loss 0.48382117
iteration 491, loss 0.48389368
iteration 492, loss 0.48957644
iteration 493, loss 0.48501920
iteration 494, loss 0.47868267
iteration 495, loss 0.47800571
iteration 496, loss 0.47754094
iteration 497, loss 0.47564651
iteration 498, loss 0.48469071
iteration 499, loss 0.47402538
iteration 500, loss 0.47877236
iteration 501, loss 0.47657900
iteration 502, loss 0.47510199
iteration 503, loss 0.47762487
iteration 504, loss 0.47567145
iteration 505, loss 0.46910252
iteration 506, loss 0.47443808
iteration 507, loss 0.46454530
iteration 508, loss 0.46444317
iteration 509, loss 0.46884677
iteration 510, loss 0.46145168
iteration 511, loss 0.46233374
iteration 512, loss 0.45944155
iteration 513, loss 0.46062609
iteration 514, loss 0.45382662
iteration 515, loss 0.45345519
iteration 516, loss 0.45719832
iteration 517, loss 0.45886033
iteration 518, loss 0.45157667
iteration 519, loss 0.45713318
iteration 520, loss 0.45659333
iteration 521, loss 0.45635266
iteration 522, loss 0.44988828
iteration 523, loss 0.45182999
iteration 524, loss 0.44439111
iteration 525, loss 0.45041206
iteration 526, loss 0.44402725
iteration 527, loss 0.44455532
iteration 528, loss 0.45072757
iteration 529, loss 0.44539004
iteration 530, loss 0.43948031
iteration 531, loss 0.44383161
iteration 532, loss 0.44265853
iteration 533, loss 0.43420782
iteration 534, loss 0.43651752
iteration 535, loss 0.42954972
iteration 536, loss 0.43530652
iteration 537, loss 0.43308703
iteration 538, loss 0.43099735
iteration 539, loss 0.43154600
iteration 540, loss 0.43729573
iteration 541, loss 0.43327568
iteration 542, loss 0.42794525
iteration 543, loss 0.42639695
iteration 544, loss 0.42750367
iteration 545, loss 0.42607372
iteration 546, loss 0.43105299
iteration 547, loss 0.42119804
iteration 548, loss 0.42314323
iteration 549, loss 0.42539717
iteration 550, loss 0.42767721
iteration 551, loss 0.42552094
