#params: learningRate 0.010, momentum 0.700, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.71467718
iteration 1, loss 0.79290239
iteration 2, loss 0.87847174
iteration 3, loss 0.96163774
iteration 4, loss 1.03953590
iteration 5, loss 1.11372526
iteration 6, loss 1.18414612
iteration 7, loss 1.25206804
iteration 8, loss 1.31103946
iteration 9, loss 1.36855486
iteration 10, loss 1.42375074
iteration 11, loss 1.47348522
iteration 12, loss 1.52245503
iteration 13, loss 1.56421388
iteration 14, loss 1.60218604
iteration 15, loss 1.63859859
iteration 16, loss 1.67406253
iteration 17, loss 1.70586231
iteration 18, loss 1.73726842
iteration 19, loss 1.76182441
iteration 20, loss 1.78580596
iteration 21, loss 1.81001911
iteration 22, loss 1.83192460
iteration 23, loss 1.85151358
iteration 24, loss 1.86979367
iteration 25, loss 1.88499006
iteration 26, loss 1.90089650
iteration 27, loss 1.91813735
iteration 28, loss 1.92821464
iteration 29, loss 1.94184194
iteration 30, loss 1.95320882
iteration 31, loss 1.96457057
iteration 32, loss 1.97328800
iteration 33, loss 1.98326290
iteration 34, loss 1.99035276
iteration 35, loss 1.99711123
iteration 36, loss 2.00402149
iteration 37, loss 2.01075619
iteration 38, loss 2.01703199
iteration 39, loss 2.02344127
iteration 40, loss 2.02787861
iteration 41, loss 2.03305231
iteration 42, loss 2.03921204
iteration 43, loss 2.04146987
iteration 44, loss 2.04429395
iteration 45, loss 2.04748620
iteration 46, loss 2.05157787
iteration 47, loss 2.05433032
iteration 48, loss 2.05762597
iteration 49, loss 2.06077254
iteration 50, loss 2.06173623
iteration 51, loss 2.06566639
iteration 52, loss 2.06724727
iteration 53, loss 2.07011966
iteration 54, loss 2.07074154
iteration 55, loss 2.07118033
iteration 56, loss 2.07391301
iteration 57, loss 2.07806826
iteration 58, loss 2.07660206
iteration 59, loss 2.07856550
iteration 60, loss 2.07685977
iteration 61, loss 2.08072048
iteration 62, loss 2.08187833
iteration 63, loss 2.07992595
iteration 64, loss 2.08210164
iteration 65, loss 2.08281347
iteration 66, loss 2.08139698
iteration 67, loss 2.08444757
iteration 68, loss 2.08300104
iteration 69, loss 2.08528827
iteration 70, loss 2.08838984
iteration 71, loss 2.08593284
iteration 72, loss 2.08815905
iteration 73, loss 2.08672206
iteration 74, loss 2.08584367
iteration 75, loss 2.08650250
