#params: learningRate 0.100, momentum 0.700, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 1.01367065
iteration 1, loss 1.72526056
iteration 2, loss 2.08729176
iteration 3, loss 2.20408850
iteration 4, loss 2.20872332
iteration 5, loss 2.20913834
iteration 6, loss 2.22428545
iteration 7, loss 2.24499308
iteration 8, loss 2.19805043
iteration 9, loss 2.19950267
iteration 10, loss 2.21889327
iteration 11, loss 2.21773926
iteration 12, loss 2.25317822
iteration 13, loss 2.22580434
iteration 14, loss 2.20036184
iteration 15, loss 2.19443946
iteration 16, loss 2.20930523
iteration 17, loss 2.20394725
iteration 18, loss 2.23848039
iteration 19, loss 2.19105058
iteration 20, loss 2.17552963
iteration 21, loss 2.18721642
iteration 22, loss 2.18524076
iteration 23, loss 2.17401447
iteration 24, loss 2.16710083
iteration 25, loss 2.14818665
iteration 26, loss 2.14708661
iteration 27, loss 2.16193907
iteration 28, loss 2.11843136
iteration 29, loss 2.11863108
iteration 30, loss 2.10702447
iteration 31, loss 2.10067918
iteration 32, loss 2.07348038
iteration 33, loss 2.06626716
iteration 34, loss 2.03357509
iteration 35, loss 2.00665883
iteration 36, loss 1.98409703
iteration 37, loss 1.96384156
iteration 38, loss 1.93821410
iteration 39, loss 1.91238207
iteration 40, loss 1.87353578
iteration 41, loss 1.84885972
iteration 42, loss 1.83478237
iteration 43, loss 1.77546400
iteration 44, loss 1.73598685
iteration 45, loss 1.70927597
iteration 46, loss 1.69067006
iteration 47, loss 1.64991245
iteration 48, loss 1.62785836
iteration 49, loss 1.59789044
iteration 50, loss 1.54473495
iteration 51, loss 1.52434036
iteration 52, loss 1.49596515
iteration 53, loss 1.49105811
iteration 54, loss 1.45191243
iteration 55, loss 1.41181774
iteration 56, loss 1.37159508
iteration 57, loss 1.35671568
iteration 58, loss 1.32984930
iteration 59, loss 1.31055105
iteration 60, loss 1.27952382
iteration 61, loss 1.27171776
iteration 62, loss 1.26872700
iteration 63, loss 1.22452224
iteration 64, loss 1.19822479
iteration 65, loss 1.19961344
iteration 66, loss 1.16765118
iteration 67, loss 1.15820676
iteration 68, loss 1.14000867
iteration 69, loss 1.13229387
iteration 70, loss 1.10183277
iteration 71, loss 1.04324481
iteration 72, loss 1.09545081
iteration 73, loss 1.05260081
iteration 74, loss 1.04225976
iteration 75, loss 1.01914573
iteration 76, loss 1.01130371
iteration 77, loss 1.01134202
iteration 78, loss 0.98589077
iteration 79, loss 0.99980018
iteration 80, loss 0.97373459
iteration 81, loss 0.94664696
iteration 82, loss 0.93952015
iteration 83, loss 0.91910826
iteration 84, loss 0.94404742
iteration 85, loss 0.93425302
iteration 86, loss 0.92252157
iteration 87, loss 0.88502498
iteration 88, loss 0.89220781
iteration 89, loss 0.86803124
iteration 90, loss 0.86165418
iteration 91, loss 0.87889237
iteration 92, loss 0.85263011
iteration 93, loss 0.82730076
iteration 94, loss 0.85586077
iteration 95, loss 0.83010609
iteration 96, loss 0.81075191
iteration 97, loss 0.80085354
iteration 98, loss 0.78861462
iteration 99, loss 0.77723609
iteration 100, loss 0.77853066
iteration 101, loss 0.78664337
iteration 102, loss 0.74908591
iteration 103, loss 0.74904490
iteration 104, loss 0.75596659
iteration 105, loss 0.74334420
iteration 106, loss 0.72232777
iteration 107, loss 0.71514443
iteration 108, loss 0.70232676
iteration 109, loss 0.68981445
iteration 110, loss 0.68031302
iteration 111, loss 0.68764025
iteration 112, loss 0.68133340
iteration 113, loss 0.66469676
iteration 114, loss 0.66162115
iteration 115, loss 0.66713954
iteration 116, loss 0.65490823
iteration 117, loss 0.64256244
iteration 118, loss 0.62861956
iteration 119, loss 0.61902010
iteration 120, loss 0.61311558
iteration 121, loss 0.59860392
iteration 122, loss 0.60450216
iteration 123, loss 0.59732650
iteration 124, loss 0.59920982
iteration 125, loss 0.58345568
iteration 126, loss 0.58393395
iteration 127, loss 0.54368685
