#params: learningRate 0.050, momentum 0.700, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.84333854
iteration 1, loss 1.23313070
iteration 2, loss 1.56447894
iteration 3, loss 1.78711855
iteration 4, loss 1.91703615
iteration 5, loss 2.00034941
iteration 6, loss 2.05872205
iteration 7, loss 2.10351741
iteration 8, loss 2.10365511
iteration 9, loss 2.11682466
iteration 10, loss 2.13762530
iteration 11, loss 2.14184364
iteration 12, loss 2.16180794
iteration 13, loss 2.15326658
iteration 14, loss 2.14168276
iteration 15, loss 2.13949140
iteration 16, loss 2.14832261
iteration 17, loss 2.14841872
iteration 18, loss 2.16309170
iteration 19, loss 2.14514397
iteration 20, loss 2.13810136
iteration 21, loss 2.14480968
iteration 22, loss 2.14611379
iteration 23, loss 2.14377316
iteration 24, loss 2.14306610
iteration 25, loss 2.13448585
iteration 26, loss 2.13670328
iteration 27, loss 2.15175544
iteration 28, loss 2.13320674
iteration 29, loss 2.13890577
iteration 30, loss 2.13842869
iteration 31, loss 2.14214102
iteration 32, loss 2.13578273
iteration 33, loss 2.13960353
iteration 34, loss 2.13290122
iteration 35, loss 2.12738815
iteration 36, loss 2.12596439
iteration 37, loss 2.12634355
iteration 38, loss 2.12532969
iteration 39, loss 2.12734664
iteration 40, loss 2.12170955
iteration 41, loss 2.12236031
iteration 42, loss 2.13039854
iteration 43, loss 2.11664748
iteration 44, loss 2.10941165
iteration 45, loss 2.10713851
iteration 46, loss 2.11057376
iteration 47, loss 2.10583652
iteration 48, loss 2.10619091
iteration 49, loss 2.10457105
iteration 50, loss 2.09424075
iteration 51, loss 2.09702093
iteration 52, loss 2.09100116
iteration 53, loss 2.09313067
iteration 54, loss 2.08343794
iteration 55, loss 2.07244589
iteration 56, loss 2.07282597
iteration 57, loss 2.07918844
iteration 58, loss 2.06055486
iteration 59, loss 2.05943826
iteration 60, loss 2.03856762
iteration 61, loss 2.04533062
iteration 62, loss 2.03940575
iteration 63, loss 2.01712900
iteration 64, loss 2.01697123
iteration 65, loss 2.00982903
iteration 66, loss 1.98982609
iteration 67, loss 1.99081312
iteration 68, loss 1.97253793
iteration 69, loss 1.96992331
iteration 70, loss 1.96939384
iteration 71, loss 1.94120250
iteration 72, loss 1.94398182
iteration 73, loss 1.92064425
iteration 74, loss 1.90270346
iteration 75, loss 1.89082951
iteration 76, loss 1.87689589
iteration 77, loss 1.86700958
iteration 78, loss 1.85067675
iteration 79, loss 1.83658277
iteration 80, loss 1.82151227
iteration 81, loss 1.80297825
iteration 82, loss 1.79020672
iteration 83, loss 1.77501073
iteration 84, loss 1.76626897
iteration 85, loss 1.74675850
iteration 86, loss 1.74049231
iteration 87, loss 1.71537420
iteration 88, loss 1.69741799
iteration 89, loss 1.68452898
iteration 90, loss 1.66377971
iteration 91, loss 1.65581141
iteration 92, loss 1.63372441
iteration 93, loss 1.61465574
iteration 94, loss 1.60743118
iteration 95, loss 1.58738689
iteration 96, loss 1.57598409
iteration 97, loss 1.55002442
iteration 98, loss 1.53400905
iteration 99, loss 1.52384885
iteration 100, loss 1.50529948
iteration 101, loss 1.50413825
iteration 102, loss 1.47240960
iteration 103, loss 1.46541575
iteration 104, loss 1.45799112
iteration 105, loss 1.44274744
iteration 106, loss 1.41970946
iteration 107, loss 1.41781516
iteration 108, loss 1.39023190
iteration 109, loss 1.36824411
iteration 110, loss 1.35393982
iteration 111, loss 1.35488471
iteration 112, loss 1.34663734
iteration 113, loss 1.32493554
iteration 114, loss 1.31339850
iteration 115, loss 1.30829756
iteration 116, loss 1.29249436
iteration 117, loss 1.28635323
iteration 118, loss 1.27096164
iteration 119, loss 1.25211823
iteration 120, loss 1.25093130
iteration 121, loss 1.23594650
iteration 122, loss 1.23136937
iteration 123, loss 1.21916599
iteration 124, loss 1.21017213
iteration 125, loss 1.20581298
iteration 126, loss 1.20328870
iteration 127, loss 1.16515407
iteration 128, loss 1.15906706
iteration 129, loss 1.15477391
iteration 130, loss 1.14504435
iteration 131, loss 1.14341764
iteration 132, loss 1.13749229
iteration 133, loss 1.12453783
iteration 134, loss 1.11557432
iteration 135, loss 1.11619452
iteration 136, loss 1.10513168
iteration 137, loss 1.10384273
iteration 138, loss 1.09183190
iteration 139, loss 1.08865494
iteration 140, loss 1.07844469
iteration 141, loss 1.07420399
iteration 142, loss 1.07111779
iteration 143, loss 1.03780061
iteration 144, loss 1.05197696
iteration 145, loss 1.03758238
iteration 146, loss 1.02588141
iteration 147, loss 1.03680940
iteration 148, loss 1.01813264
iteration 149, loss 1.03009451
iteration 150, loss 1.01789128
iteration 151, loss 1.00106360
