#params: learningRate 0.030, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.73007072
iteration 1, loss 0.80821910
iteration 2, loss 0.88351870
iteration 3, loss 0.95640734
iteration 4, loss 1.02600183
iteration 5, loss 1.09242722
iteration 6, loss 1.15562098
iteration 7, loss 1.21621781
iteration 8, loss 1.27312288
iteration 9, loss 1.32689422
iteration 10, loss 1.37725423
iteration 11, loss 1.42499030
iteration 12, loss 1.46995564
iteration 13, loss 1.51187826
iteration 14, loss 1.55110172
iteration 15, loss 1.58806886
iteration 16, loss 1.62262874
iteration 17, loss 1.65451418
iteration 18, loss 1.68485811
iteration 19, loss 1.71314808
iteration 20, loss 1.73948241
iteration 21, loss 1.76390208
iteration 22, loss 1.78713825
iteration 23, loss 1.80834768
iteration 24, loss 1.82810384
iteration 25, loss 1.84670662
iteration 26, loss 1.86414351
iteration 27, loss 1.88002947
iteration 28, loss 1.89519604
iteration 29, loss 1.90941785
iteration 30, loss 1.92259740
iteration 31, loss 1.93506016
iteration 32, loss 1.94644791
iteration 33, loss 1.95707497
iteration 34, loss 1.96682837
iteration 35, loss 1.97613546
iteration 36, loss 1.98485477
iteration 37, loss 1.99290064
iteration 38, loss 2.00042966
iteration 39, loss 2.00744738
iteration 40, loss 2.01401233
iteration 41, loss 2.01994629
iteration 42, loss 2.02558743
iteration 43, loss 2.03084896
iteration 44, loss 2.03572366
iteration 45, loss 2.04035539
iteration 46, loss 2.04483263
iteration 47, loss 2.04877819
iteration 48, loss 2.05251327
iteration 49, loss 2.05593858
iteration 50, loss 2.05925436
iteration 51, loss 2.06247676
iteration 52, loss 2.06536379
iteration 53, loss 2.06793215
iteration 54, loss 2.07046846
iteration 55, loss 2.07269691
iteration 56, loss 2.07494440
iteration 57, loss 2.07666179
iteration 58, loss 2.07841878
iteration 59, loss 2.08042197
iteration 60, loss 2.08191357
iteration 61, loss 2.08337472
iteration 62, loss 2.08503793
iteration 63, loss 2.08630337
iteration 64, loss 2.08731087
iteration 65, loss 2.08854741
iteration 66, loss 2.08963244
iteration 67, loss 2.09057742
iteration 68, loss 2.09152083
iteration 69, loss 2.09233616
iteration 70, loss 2.09303984
iteration 71, loss 2.09377514
iteration 72, loss 2.09438441
iteration 73, loss 2.09497010
iteration 74, loss 2.09567194
iteration 75, loss 2.09623018
iteration 76, loss 2.09672946
iteration 77, loss 2.09719595
iteration 78, loss 2.09774244
iteration 79, loss 2.09808659
iteration 80, loss 2.09845250
iteration 81, loss 2.09870901
iteration 82, loss 2.09915699
iteration 83, loss 2.09928371
iteration 84, loss 2.09961345
iteration 85, loss 2.09994149
iteration 86, loss 2.10009089
iteration 87, loss 2.10049172
iteration 88, loss 2.10068548
iteration 89, loss 2.10068261
iteration 90, loss 2.10089051
iteration 91, loss 2.10114177
iteration 92, loss 2.10114927
iteration 93, loss 2.10129717
iteration 94, loss 2.10143666
iteration 95, loss 2.10150073
iteration 96, loss 2.10162156
iteration 97, loss 2.10175856
iteration 98, loss 2.10168146
iteration 99, loss 2.10168669
iteration 100, loss 2.10164930
iteration 101, loss 2.10182525
iteration 102, loss 2.10170719
iteration 103, loss 2.10174132
iteration 104, loss 2.10206536
iteration 105, loss 2.10199815
iteration 106, loss 2.10201837
iteration 107, loss 2.10195126
iteration 108, loss 2.10167172
iteration 109, loss 2.10172592
iteration 110, loss 2.10174416
iteration 111, loss 2.10186556
iteration 112, loss 2.10199302
iteration 113, loss 2.10192001
iteration 114, loss 2.10182971
iteration 115, loss 2.10179936
iteration 116, loss 2.10178099
iteration 117, loss 2.10177013
iteration 118, loss 2.10162816
iteration 119, loss 2.10150503
iteration 120, loss 2.10153337
iteration 121, loss 2.10151409
iteration 122, loss 2.10132697
iteration 123, loss 2.10135824
iteration 124, loss 2.10134159
iteration 125, loss 2.10135086
iteration 126, loss 2.10110060
