#params: learningRate 0.100, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.83881930
iteration 1, loss 1.08950994
iteration 2, loss 1.30170295
iteration 3, loss 1.47937300
iteration 4, loss 1.62213234
iteration 5, loss 1.73628045
iteration 6, loss 1.82729436
iteration 7, loss 1.89967888
iteration 8, loss 1.95692478
iteration 9, loss 2.00203717
iteration 10, loss 2.03675483
iteration 11, loss 2.06551376
iteration 12, loss 2.08790606
iteration 13, loss 2.10519389
iteration 14, loss 2.11884815
iteration 15, loss 2.13043786
iteration 16, loss 2.13948875
iteration 17, loss 2.14511590
iteration 18, loss 2.15164748
iteration 19, loss 2.15623018
iteration 20, loss 2.15984537
iteration 21, loss 2.16193570
iteration 22, loss 2.16464910
iteration 23, loss 2.16542106
iteration 24, loss 2.16605439
iteration 25, loss 2.16784649
iteration 26, loss 2.16897772
iteration 27, loss 2.16836566
iteration 28, loss 2.16969901
iteration 29, loss 2.17000872
iteration 30, loss 2.17045742
iteration 31, loss 2.17119504
iteration 32, loss 2.17127818
iteration 33, loss 2.17100127
iteration 34, loss 2.17089919
iteration 35, loss 2.17135408
iteration 36, loss 2.17175315
iteration 37, loss 2.17181993
iteration 38, loss 2.17148494
iteration 39, loss 2.17100403
iteration 40, loss 2.17114413
iteration 41, loss 2.17039858
iteration 42, loss 2.17013701
iteration 43, loss 2.16952572
iteration 44, loss 2.16932138
iteration 45, loss 2.16978399
iteration 46, loss 2.17045842
iteration 47, loss 2.16982204
iteration 48, loss 2.16959241
iteration 49, loss 2.16853357
iteration 50, loss 2.16897655
iteration 51, loss 2.16800559
iteration 52, loss 2.16799690
iteration 53, loss 2.16755858
iteration 54, loss 2.16795309
iteration 55, loss 2.16742457
iteration 56, loss 2.16679124
iteration 57, loss 2.16477105
iteration 58, loss 2.16483095
iteration 59, loss 2.16538734
iteration 60, loss 2.16496323
iteration 61, loss 2.16316507
iteration 62, loss 2.16357968
iteration 63, loss 2.16322292
iteration 64, loss 2.16208694
iteration 65, loss 2.16217715
iteration 66, loss 2.16198009
iteration 67, loss 2.16019348
iteration 68, loss 2.16033567
iteration 69, loss 2.15874793
iteration 70, loss 2.15709676
iteration 71, loss 2.15604895
iteration 72, loss 2.15594539
iteration 73, loss 2.15503031
iteration 74, loss 2.15456787
iteration 75, loss 2.15311477
iteration 76, loss 2.15211333
iteration 77, loss 2.15071990
iteration 78, loss 2.15015023
iteration 79, loss 2.14896203
iteration 80, loss 2.14751090
iteration 81, loss 2.14610133
iteration 82, loss 2.14545465
iteration 83, loss 2.14344613
iteration 84, loss 2.14218279
iteration 85, loss 2.14112794
iteration 86, loss 2.13833485
iteration 87, loss 2.13703682
iteration 88, loss 2.13588684
iteration 89, loss 2.13320091
iteration 90, loss 2.13193241
iteration 91, loss 2.13037229
iteration 92, loss 2.12749512
iteration 93, loss 2.12502263
iteration 94, loss 2.12377645
iteration 95, loss 2.12142276
iteration 96, loss 2.11806266
iteration 97, loss 2.11550075
iteration 98, loss 2.11153284
iteration 99, loss 2.10895826
iteration 100, loss 2.10604973
iteration 101, loss 2.10368151
iteration 102, loss 2.10026440
iteration 103, loss 2.09690761
iteration 104, loss 2.09396101
iteration 105, loss 2.08991133
iteration 106, loss 2.08617031
iteration 107, loss 2.08148407
iteration 108, loss 2.07718444
iteration 109, loss 2.07365011
iteration 110, loss 2.07003592
iteration 111, loss 2.06657254
iteration 112, loss 2.06047448
iteration 113, loss 2.05656890
iteration 114, loss 2.05112877
iteration 115, loss 2.04547981
iteration 116, loss 2.04164692
iteration 117, loss 2.03701910
