#params: learningRate 0.300, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 1.63122950
iteration 1, loss 2.70309441
iteration 2, loss 3.00363492
iteration 3, loss 3.11050575
iteration 4, loss 3.16481755
iteration 5, loss 3.17899845
iteration 6, loss 3.17974078
iteration 7, loss 3.18878315
iteration 8, loss 3.18569867
iteration 9, loss 3.19020922
iteration 10, loss 3.20033953
iteration 11, loss 3.20140932
iteration 12, loss 3.20933220
iteration 13, loss 3.20162928
iteration 14, loss 3.20804046
iteration 15, loss 3.20353121
iteration 16, loss 3.22129500
iteration 17, loss 3.21566066
iteration 18, loss 3.21964411
iteration 19, loss 3.22368276
iteration 20, loss 3.20761442
iteration 21, loss 3.20359211
iteration 22, loss 3.22732023
iteration 23, loss 3.21919766
iteration 24, loss 3.22220241
iteration 25, loss 3.21935013
iteration 26, loss 3.21647791
iteration 27, loss 3.21610209
iteration 28, loss 3.22854441
iteration 29, loss 3.23854925
iteration 30, loss 3.23331779
iteration 31, loss 3.22666428
iteration 32, loss 3.20637432
iteration 33, loss 3.21893762
iteration 34, loss 3.22741682
iteration 35, loss 3.22131896
iteration 36, loss 3.21641910
iteration 37, loss 3.24068323
iteration 38, loss 3.22819388
iteration 39, loss 3.23523987
iteration 40, loss 3.21986836
iteration 41, loss 3.23812868
iteration 42, loss 3.24736586
iteration 43, loss 3.22547049
iteration 44, loss 3.24275658
iteration 45, loss 3.24907470
iteration 46, loss 3.21941772
iteration 47, loss 3.24408017
iteration 48, loss 3.24721324
iteration 49, loss 3.23135970
iteration 50, loss 3.23487254
iteration 51, loss 3.23698408
iteration 52, loss 3.24645953
iteration 53, loss 3.24499782
iteration 54, loss 3.25413434
iteration 55, loss 3.23249002
iteration 56, loss 3.23868695
iteration 57, loss 3.24580676
iteration 58, loss 3.22906292
iteration 59, loss 3.25414938
iteration 60, loss 3.25182145
iteration 61, loss 3.23115465
iteration 62, loss 3.24810874
iteration 63, loss 3.21984927
iteration 64, loss 3.23851047
iteration 65, loss 3.24933578
iteration 66, loss 3.24001489
iteration 67, loss 3.23849036
iteration 68, loss 3.23953234
iteration 69, loss 3.25483476
iteration 70, loss 3.22544882
iteration 71, loss 3.24434473
iteration 72, loss 3.25467197
iteration 73, loss 3.24759233
iteration 74, loss 3.25333473
iteration 75, loss 3.23631787
iteration 76, loss 3.24896635
iteration 77, loss 3.25847868
iteration 78, loss 3.24793889
iteration 79, loss 3.23260565
iteration 80, loss 3.23422058
iteration 81, loss 3.24715427
iteration 82, loss 3.24278247
iteration 83, loss 3.22566950
iteration 84, loss 3.25169082
iteration 85, loss 3.24421479
iteration 86, loss 3.23985461
iteration 87, loss 3.25028901
iteration 88, loss 3.24419255
iteration 89, loss 3.23213642
iteration 90, loss 3.24915367
iteration 91, loss 3.24770390
iteration 92, loss 3.25621695
iteration 93, loss 3.24754587
iteration 94, loss 3.21743380
iteration 95, loss 3.23939695
iteration 96, loss 3.23583941
iteration 97, loss 3.24126351
iteration 98, loss 3.24274486
iteration 99, loss 3.25580824
iteration 100, loss 3.23695861
iteration 101, loss 3.25307693
iteration 102, loss 3.24520835
iteration 103, loss 3.24252410
iteration 104, loss 3.25213019
iteration 105, loss 3.23544869
iteration 106, loss 3.25366727
iteration 107, loss 3.25350768
iteration 108, loss 3.24863203
iteration 109, loss 3.21617537
iteration 110, loss 3.24624197
iteration 111, loss 3.25031804
iteration 112, loss 3.25636585
iteration 113, loss 3.24511888
iteration 114, loss 3.25072275
iteration 115, loss 3.23903642
iteration 116, loss 3.23374713
iteration 117, loss 3.26153823
iteration 118, loss 3.25316391
iteration 119, loss 3.24961864
iteration 120, loss 3.26092415
iteration 121, loss 3.24912124
iteration 122, loss 3.24889044
iteration 123, loss 3.25754978
iteration 124, loss 3.25419459
iteration 125, loss 3.24284323
iteration 126, loss 3.22162138
iteration 127, loss 3.24497613
iteration 128, loss 3.23470805
iteration 129, loss 3.25016852
iteration 130, loss 3.23753537
iteration 131, loss 3.24598524
iteration 132, loss 3.24403470
iteration 133, loss 3.26393412
iteration 134, loss 3.24273394
iteration 135, loss 3.24284429
iteration 136, loss 3.24786823
iteration 137, loss 3.24180787
iteration 138, loss 3.24015529
iteration 139, loss 3.25101957
iteration 140, loss 3.25409156
iteration 141, loss 3.23985024
iteration 142, loss 3.23396324
iteration 143, loss 3.25063269
iteration 144, loss 3.25616790
iteration 145, loss 3.25402428
iteration 146, loss 3.26545668
iteration 147, loss 3.24532906
iteration 148, loss 3.25859877
iteration 149, loss 3.24999944
iteration 150, loss 3.25874975
iteration 151, loss 3.24921789
iteration 152, loss 3.26529500
iteration 153, loss 3.23261362
iteration 154, loss 3.25833304
iteration 155, loss 3.24074277
iteration 156, loss 3.23774088
iteration 157, loss 3.24968818
iteration 158, loss 3.25477389
iteration 159, loss 3.25182465
iteration 160, loss 3.22389831
iteration 161, loss 3.25600477
iteration 162, loss 3.23582814
iteration 163, loss 3.26230127
iteration 164, loss 3.25997883
iteration 165, loss 3.24544205
iteration 166, loss 3.25688713
iteration 167, loss 3.25465789
iteration 168, loss 3.24965531
iteration 169, loss 3.26044784
iteration 170, loss 3.22829857
iteration 171, loss 3.26223346
iteration 172, loss 3.26660974
iteration 173, loss 3.25123501
iteration 174, loss 3.25285680
iteration 175, loss 3.23342426
iteration 176, loss 3.26111476
iteration 177, loss 3.24859078
iteration 178, loss 3.26420256
iteration 179, loss 3.23479117
iteration 180, loss 3.23939662
iteration 181, loss 3.23039237
iteration 182, loss 3.25952582
iteration 183, loss 3.24255102
iteration 184, loss 3.23062901
iteration 185, loss 3.26485921
iteration 186, loss 3.26000215
iteration 187, loss 3.25078529
iteration 188, loss 3.24023765
iteration 189, loss 3.24436269
iteration 190, loss 3.26498013
iteration 191, loss 3.22927420
iteration 192, loss 3.24225648
iteration 193, loss 3.25032624
iteration 194, loss 3.26236017
iteration 195, loss 3.25183411
iteration 196, loss 3.21228897
iteration 197, loss 3.25006255
iteration 198, loss 3.25767709
iteration 199, loss 3.24995883
iteration 200, loss 3.24987256
iteration 201, loss 3.24572029
iteration 202, loss 3.24906705
iteration 203, loss 3.24832004
iteration 204, loss 3.25677258
iteration 205, loss 3.25760392
iteration 206, loss 3.25061323
iteration 207, loss 3.24648580
iteration 208, loss 3.24705928
iteration 209, loss 3.25642628
iteration 210, loss 3.25609538
iteration 211, loss 3.26138648
iteration 212, loss 3.24750731
iteration 213, loss 3.23432679
iteration 214, loss 3.23448869
iteration 215, loss 3.26335523
iteration 216, loss 3.23797290
iteration 217, loss 3.24948447
iteration 218, loss 3.25029301
iteration 219, loss 3.26477869
iteration 220, loss 3.23232392
iteration 221, loss 3.25478042
iteration 222, loss 3.22810065
iteration 223, loss 3.23084206
iteration 224, loss 3.26250986
iteration 225, loss 3.26527708
iteration 226, loss 3.25377959
iteration 227, loss 3.23784409
iteration 228, loss 3.25476464
iteration 229, loss 3.24680982
iteration 230, loss 3.24934652
iteration 231, loss 3.24834042
iteration 232, loss 3.23544180
iteration 233, loss 3.23663912
iteration 234, loss 3.25239438
iteration 235, loss 3.25675791
iteration 236, loss 3.23815423
iteration 237, loss 3.26111164
iteration 238, loss 3.25384341
iteration 239, loss 3.26283065
iteration 240, loss 3.26148045
iteration 241, loss 3.22245141
iteration 242, loss 3.24571739
iteration 243, loss 3.24824331
iteration 244, loss 3.25788764
iteration 245, loss 3.26366520
iteration 246, loss 3.24195758
iteration 247, loss 3.26193747
iteration 248, loss 3.22485052
iteration 249, loss 3.25192400
iteration 250, loss 3.24954427
iteration 251, loss 3.25459907
iteration 252, loss 3.25759285
iteration 253, loss 3.25504536
iteration 254, loss 3.24118957
iteration 255, loss 3.26039827
iteration 256, loss 3.24647886
iteration 257, loss 3.25709146
iteration 258, loss 3.27027697
iteration 259, loss 3.23751874
iteration 260, loss 3.25475943
iteration 261, loss 3.24200582
iteration 262, loss 3.26250443
iteration 263, loss 3.25274440
iteration 264, loss 3.25839242
iteration 265, loss 3.25472612
iteration 266, loss 3.25084172
iteration 267, loss 3.25745358
iteration 268, loss 3.22030618
iteration 269, loss 3.24227017
iteration 270, loss 3.26619294
iteration 271, loss 3.26479303
iteration 272, loss 3.25412192
iteration 273, loss 3.24753040
iteration 274, loss 3.25368848
iteration 275, loss 3.24610181
iteration 276, loss 3.26186863
iteration 277, loss 3.25845990
iteration 278, loss 3.22681277
iteration 279, loss 3.24621559
iteration 280, loss 3.26196233
iteration 281, loss 3.25694813
iteration 282, loss 3.24943686
iteration 283, loss 3.25235397
iteration 284, loss 3.25531071
iteration 285, loss 3.24370119
iteration 286, loss 3.24595313
iteration 287, loss 3.25449880
iteration 288, loss 3.26078010
iteration 289, loss 3.23598276
iteration 290, loss 3.26924806
iteration 291, loss 3.26862448
iteration 292, loss 3.24266033
iteration 293, loss 3.25515301
iteration 294, loss 3.25222940
