#params: learningRate 0.010, momentum 0.000, numIterations 100000, printEvery 1000, printFirst 2000
iteration 0, loss 0.47508399
iteration 1, loss 0.48000536
iteration 2, loss 0.48469416
iteration 3, loss 0.48935209
iteration 4, loss 0.49381022
iteration 5, loss 0.49814124
iteration 6, loss 0.50234209
iteration 7, loss 0.50652071
iteration 8, loss 0.51049221
iteration 9, loss 0.51434655
iteration 10, loss 0.51801576
iteration 11, loss 0.52163286
iteration 12, loss 0.52518861
iteration 13, loss 0.52855701
iteration 14, loss 0.53183311
iteration 15, loss 0.53501790
iteration 16, loss 0.53807082
iteration 17, loss 0.54097513
iteration 18, loss 0.54388410
iteration 19, loss 0.54665171
iteration 20, loss 0.54933605
iteration 21, loss 0.55192545
iteration 22, loss 0.55445746
iteration 23, loss 0.55688929
iteration 24, loss 0.55918222
iteration 25, loss 0.56144159
iteration 26, loss 0.56364743
iteration 27, loss 0.56572415
iteration 28, loss 0.56775892
iteration 29, loss 0.56973209
iteration 30, loss 0.57163459
iteration 31, loss 0.57349455
iteration 32, loss 0.57529062
iteration 33, loss 0.57699123
iteration 34, loss 0.57865268
iteration 35, loss 0.58024291
iteration 36, loss 0.58179848
iteration 37, loss 0.58329194
iteration 38, loss 0.58472953
iteration 39, loss 0.58613159
iteration 40, loss 0.58750193
iteration 41, loss 0.58881136
iteration 42, loss 0.59007177
iteration 43, loss 0.59130176
iteration 44, loss 0.59248481
iteration 45, loss 0.59363354
iteration 46, loss 0.59474882
iteration 47, loss 0.59583343
iteration 48, loss 0.59686149
iteration 49, loss 0.59788489
iteration 50, loss 0.59886889
iteration 51, loss 0.59982845
iteration 52, loss 0.60073350
iteration 53, loss 0.60160456
iteration 54, loss 0.60247915
iteration 55, loss 0.60330329
iteration 56, loss 0.60411822
iteration 57, loss 0.60490301
iteration 58, loss 0.60566501
iteration 59, loss 0.60640553
iteration 60, loss 0.60711663
iteration 61, loss 0.60781859
iteration 62, loss 0.60848721
iteration 63, loss 0.60913716
iteration 64, loss 0.60976438
iteration 65, loss 0.61038312
iteration 66, loss 0.61097806
iteration 67, loss 0.61155913
iteration 68, loss 0.61211936
iteration 69, loss 0.61265986
iteration 70, loss 0.61319948
iteration 71, loss 0.61371460
iteration 72, loss 0.61420934
iteration 73, loss 0.61469763
iteration 74, loss 0.61517200
iteration 75, loss 0.61562524
iteration 76, loss 0.61606963
iteration 77, loss 0.61650024
iteration 78, loss 0.61692963
iteration 79, loss 0.61733467
iteration 80, loss 0.61773514
iteration 81, loss 0.61811810
iteration 82, loss 0.61849541
iteration 83, loss 0.61885739
iteration 84, loss 0.61921387
iteration 85, loss 0.61955924
iteration 86, loss 0.61989628
iteration 87, loss 0.62022687
iteration 88, loss 0.62054278
iteration 89, loss 0.62085420
iteration 90, loss 0.62115570
iteration 91, loss 0.62145001
iteration 92, loss 0.62173268
iteration 93, loss 0.62201221
iteration 94, loss 0.62228255
iteration 95, loss 0.62254662
iteration 96, loss 0.62280586
iteration 97, loss 0.62305793
iteration 98, loss 0.62329934
iteration 99, loss 0.62353341
iteration 100, loss 0.62376346
iteration 101, loss 0.62398979
iteration 102, loss 0.62420599
iteration 103, loss 0.62441766
iteration 104, loss 0.62463209
iteration 105, loss 0.62483456
