#params: learningRate 0.030, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.78029506
iteration 1, loss 0.96083019
iteration 2, loss 1.13569909
iteration 3, loss 1.30359647
iteration 4, loss 1.46132748
iteration 5, loss 1.60633727
iteration 6, loss 1.73791142
iteration 7, loss 1.85635032
iteration 8, loss 1.96223590
iteration 9, loss 2.05485339
iteration 10, loss 2.13699272
iteration 11, loss 2.20956014
iteration 12, loss 2.27376882
iteration 13, loss 2.33072352
iteration 14, loss 2.38110967
iteration 15, loss 2.42570471
iteration 16, loss 2.46539597
iteration 17, loss 2.50093554
iteration 18, loss 2.53233537
iteration 19, loss 2.56045251
iteration 20, loss 2.58570357
iteration 21, loss 2.60787387
iteration 22, loss 2.62813409
iteration 23, loss 2.64640740
iteration 24, loss 2.66262612
iteration 25, loss 2.67723323
iteration 26, loss 2.69026643
iteration 27, loss 2.70221864
iteration 28, loss 2.71257879
iteration 29, loss 2.72216445
iteration 30, loss 2.73083002
iteration 31, loss 2.73878357
iteration 32, loss 2.74591920
iteration 33, loss 2.75218064
iteration 34, loss 2.75800628
iteration 35, loss 2.76308833
iteration 36, loss 2.76779687
iteration 37, loss 2.77206538
iteration 38, loss 2.77579660
iteration 39, loss 2.77930866
iteration 40, loss 2.78237945
iteration 41, loss 2.78514259
iteration 42, loss 2.78773883
iteration 43, loss 2.78997113
iteration 44, loss 2.79193610
iteration 45, loss 2.79385272
iteration 46, loss 2.79565295
iteration 47, loss 2.79713117
iteration 48, loss 2.79845619
iteration 49, loss 2.79987886
iteration 50, loss 2.80116201
iteration 51, loss 2.80215088
iteration 52, loss 2.80312559
iteration 53, loss 2.80387654
iteration 54, loss 2.80469220
iteration 55, loss 2.80541072
iteration 56, loss 2.80604090
iteration 57, loss 2.80667116
iteration 58, loss 2.80710643
iteration 59, loss 2.80749063
iteration 60, loss 2.80798836
iteration 61, loss 2.80830148
iteration 62, loss 2.80872643
iteration 63, loss 2.80887149
iteration 64, loss 2.80920547
iteration 65, loss 2.80948285
iteration 66, loss 2.80980190
iteration 67, loss 2.81004612
iteration 68, loss 2.81023170
iteration 69, loss 2.81036532
iteration 70, loss 2.81042148
iteration 71, loss 2.81049395
iteration 72, loss 2.81054921
iteration 73, loss 2.81069183
iteration 74, loss 2.81084882
iteration 75, loss 2.81099311
iteration 76, loss 2.81109400
iteration 77, loss 2.81110941
iteration 78, loss 2.81120607
iteration 79, loss 2.81115655
iteration 80, loss 2.81134303
iteration 81, loss 2.81112440
iteration 82, loss 2.81123405
iteration 83, loss 2.81113929
iteration 84, loss 2.81135090
iteration 85, loss 2.81142683
iteration 86, loss 2.81138685
iteration 87, loss 2.81142273
iteration 88, loss 2.81141645
iteration 89, loss 2.81144275
iteration 90, loss 2.81144745
iteration 91, loss 2.81138768
iteration 92, loss 2.81155645
iteration 93, loss 2.81144099
iteration 94, loss 2.81138027
iteration 95, loss 2.81150517
iteration 96, loss 2.81151929
iteration 97, loss 2.81136522
iteration 98, loss 2.81149954
iteration 99, loss 2.81145516
iteration 100, loss 2.81147377
iteration 101, loss 2.81149934
iteration 102, loss 2.81144548
iteration 103, loss 2.81149028
iteration 104, loss 2.81146374
iteration 105, loss 2.81126960
iteration 106, loss 2.81130734
iteration 107, loss 2.81122768
iteration 108, loss 2.81128837
iteration 109, loss 2.81133822
iteration 110, loss 2.81130877
iteration 111, loss 2.81126130
iteration 112, loss 2.81123292
iteration 113, loss 2.81133491
iteration 114, loss 2.81131806
iteration 115, loss 2.81116496
iteration 116, loss 2.81107185
iteration 117, loss 2.81111151
iteration 118, loss 2.81103251
iteration 119, loss 2.81118714
iteration 120, loss 2.81107184
iteration 121, loss 2.81112207
iteration 122, loss 2.81110351
iteration 123, loss 2.81115529
iteration 124, loss 2.81109254
iteration 125, loss 2.81102810
iteration 126, loss 2.81096037
iteration 127, loss 2.81105407
iteration 128, loss 2.81089084
iteration 129, loss 2.81095191
iteration 130, loss 2.81075970
iteration 131, loss 2.81085014
iteration 132, loss 2.81080346
iteration 133, loss 2.81083600
iteration 134, loss 2.81071856
iteration 135, loss 2.81074433
iteration 136, loss 2.81072809
iteration 137, loss 2.81086850
iteration 138, loss 2.81067171
iteration 139, loss 2.81056982
iteration 140, loss 2.81062815
iteration 141, loss 2.81057348
iteration 142, loss 2.81054305
iteration 143, loss 2.81062481
iteration 144, loss 2.81058238
iteration 145, loss 2.81056504
iteration 146, loss 2.81049759
iteration 147, loss 2.81055429
iteration 148, loss 2.81053122
iteration 149, loss 2.81041801
iteration 150, loss 2.81041572
iteration 151, loss 2.81049984
iteration 152, loss 2.81048038
iteration 153, loss 2.81037135
iteration 154, loss 2.81036885
iteration 155, loss 2.81031451
iteration 156, loss 2.81018260
iteration 157, loss 2.81015986
iteration 158, loss 2.81014493
iteration 159, loss 2.81018962
iteration 160, loss 2.81012436
iteration 161, loss 2.81014312
iteration 162, loss 2.81003423
iteration 163, loss 2.80996246
iteration 164, loss 2.80992029
iteration 165, loss 2.81000321
iteration 166, loss 2.80994888
iteration 167, loss 2.80989383
iteration 168, loss 2.80997777
iteration 169, loss 2.80992647
iteration 170, loss 2.80973078
iteration 171, loss 2.80971369
iteration 172, loss 2.80973320
iteration 173, loss 2.80972576
iteration 174, loss 2.80976711
iteration 175, loss 2.80965220
iteration 176, loss 2.80956779
iteration 177, loss 2.80968533
iteration 178, loss 2.80968939
iteration 179, loss 2.80961848
iteration 180, loss 2.80939013
iteration 181, loss 2.80935222
iteration 182, loss 2.80934694
iteration 183, loss 2.80925622
iteration 184, loss 2.80922658
iteration 185, loss 2.80914060
iteration 186, loss 2.80923235
iteration 187, loss 2.80923005
iteration 188, loss 2.80926998
iteration 189, loss 2.80912579
iteration 190, loss 2.80912878
iteration 191, loss 2.80893920
iteration 192, loss 2.80890785
iteration 193, loss 2.80896321
iteration 194, loss 2.80898743
iteration 195, loss 2.80892359
iteration 196, loss 2.80867567
iteration 197, loss 2.80873283
iteration 198, loss 2.80874563
iteration 199, loss 2.80872491
iteration 200, loss 2.80877403
iteration 201, loss 2.80871113
iteration 202, loss 2.80864358
iteration 203, loss 2.80846654
iteration 204, loss 2.80843848
iteration 205, loss 2.80847271
iteration 206, loss 2.80841371
iteration 207, loss 2.80830938
iteration 208, loss 2.80837955
iteration 209, loss 2.80838966
iteration 210, loss 2.80832735
iteration 211, loss 2.80832572
iteration 212, loss 2.80808969
iteration 213, loss 2.80789340
iteration 214, loss 2.80785274
iteration 215, loss 2.80794986
iteration 216, loss 2.80786046
iteration 217, loss 2.80785449
iteration 218, loss 2.80778125
iteration 219, loss 2.80766131
iteration 220, loss 2.80761104
iteration 221, loss 2.80770345
iteration 222, loss 2.80748462
iteration 223, loss 2.80742565
iteration 224, loss 2.80741794
iteration 225, loss 2.80735371
iteration 226, loss 2.80736031
iteration 227, loss 2.80720770
iteration 228, loss 2.80717313
iteration 229, loss 2.80717291
iteration 230, loss 2.80709442
iteration 231, loss 2.80694151
iteration 232, loss 2.80693506
iteration 233, loss 2.80694284
iteration 234, loss 2.80695078
iteration 235, loss 2.80693907
iteration 236, loss 2.80666521
iteration 237, loss 2.80668764
iteration 238, loss 2.80648606
iteration 239, loss 2.80640618
iteration 240, loss 2.80644874
iteration 241, loss 2.80650881
iteration 242, loss 2.80634610
iteration 243, loss 2.80630166
iteration 244, loss 2.80630372
iteration 245, loss 2.80618718
iteration 246, loss 2.80612966
iteration 247, loss 2.80608107
iteration 248, loss 2.80580489
iteration 249, loss 2.80574900
iteration 250, loss 2.80574622
iteration 251, loss 2.80568013
iteration 252, loss 2.80560741
iteration 253, loss 2.80557697
iteration 254, loss 2.80545951
iteration 255, loss 2.80534241
iteration 256, loss 2.80538579
iteration 257, loss 2.80526744
iteration 258, loss 2.80522891
iteration 259, loss 2.80514062
iteration 260, loss 2.80503750
iteration 261, loss 2.80498223
iteration 262, loss 2.80492878
iteration 263, loss 2.80489257
iteration 264, loss 2.80483126
iteration 265, loss 2.80462201
iteration 266, loss 2.80445021
iteration 267, loss 2.80449118
iteration 268, loss 2.80425437
iteration 269, loss 2.80425748
iteration 270, loss 2.80419582
iteration 271, loss 2.80405883
iteration 272, loss 2.80401889
iteration 273, loss 2.80392324
