#params: learningRate 0.010, momentum 0.500, numIterations 100000, printEvery 1000, printFirst 2000
iteration 0, loss 0.47672484
iteration 1, loss 0.48611650
iteration 2, loss 0.49512999
iteration 3, loss 0.50386022
iteration 4, loss 0.51186926
iteration 5, loss 0.51941424
iteration 6, loss 0.52650866
iteration 7, loss 0.53335752
iteration 8, loss 0.53946810
iteration 9, loss 0.54527991
iteration 10, loss 0.55065516
iteration 11, loss 0.55572091
iteration 12, loss 0.56067923
iteration 13, loss 0.56495770
iteration 14, loss 0.56897935
iteration 15, loss 0.57282033
iteration 16, loss 0.57641392
iteration 17, loss 0.57968785
iteration 18, loss 0.58301143
iteration 19, loss 0.58576359
iteration 20, loss 0.58847617
iteration 21, loss 0.59104633
iteration 22, loss 0.59346773
iteration 23, loss 0.59570311
iteration 24, loss 0.59775741
iteration 25, loss 0.59969276
iteration 26, loss 0.60155564
iteration 27, loss 0.60334356
iteration 28, loss 0.60486874
iteration 29, loss 0.60641765
iteration 30, loss 0.60784581
iteration 31, loss 0.60923029
iteration 32, loss 0.61048339
iteration 33, loss 0.61168689
iteration 34, loss 0.61278009
iteration 35, loss 0.61381753
iteration 36, loss 0.61481707
iteration 37, loss 0.61575835
iteration 38, loss 0.61663787
iteration 39, loss 0.61748834
iteration 40, loss 0.61827981
iteration 41, loss 0.61902903
iteration 42, loss 0.61979728
iteration 43, loss 0.62040567
iteration 44, loss 0.62102107
iteration 45, loss 0.62161955
iteration 46, loss 0.62220135
iteration 47, loss 0.62274105
iteration 48, loss 0.62325291
iteration 49, loss 0.62374749
iteration 50, loss 0.62419089
iteration 51, loss 0.62466451
iteration 52, loss 0.62505653
iteration 53, loss 0.62546194
iteration 54, loss 0.62583115
iteration 55, loss 0.62614983
iteration 56, loss 0.62650791
iteration 57, loss 0.62694530
iteration 58, loss 0.62713532
iteration 59, loss 0.62746309
iteration 60, loss 0.62766456
iteration 61, loss 0.62796321
iteration 62, loss 0.62822539
iteration 63, loss 0.62841065
iteration 64, loss 0.62866079
iteration 65, loss 0.62887669
iteration 66, loss 0.62904294
iteration 67, loss 0.62927645
iteration 68, loss 0.62942434
iteration 69, loss 0.62962125
iteration 70, loss 0.62990568
iteration 71, loss 0.62994844
iteration 72, loss 0.63014537
iteration 73, loss 0.63024692
iteration 74, loss 0.63035976
iteration 75, loss 0.63049364
iteration 76, loss 0.63061770
iteration 77, loss 0.63075051
iteration 78, loss 0.63085619
iteration 79, loss 0.63095559
iteration 80, loss 0.63105459
iteration 81, loss 0.63114103
