#params: learningRate 0.010, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 0.69934851
iteration 1, loss 0.72551331
iteration 2, loss 0.75140788
iteration 3, loss 0.77709737
iteration 4, loss 0.80248822
iteration 5, loss 0.82758568
iteration 6, loss 0.85237832
iteration 7, loss 0.87702329
iteration 8, loss 0.90125291
iteration 9, loss 0.92517809
iteration 10, loss 0.94867969
iteration 11, loss 0.97195130
iteration 12, loss 0.99496570
iteration 13, loss 1.01751934
iteration 14, loss 1.03974443
iteration 15, loss 1.06168229
iteration 16, loss 1.08322451
iteration 17, loss 1.10427144
iteration 18, loss 1.12521362
iteration 19, loss 1.14572927
iteration 20, loss 1.16588617
iteration 21, loss 1.18565292
iteration 22, loss 1.20521196
iteration 23, loss 1.22430228
iteration 24, loss 1.24291916
iteration 25, loss 1.26129948
iteration 26, loss 1.27940813
iteration 27, loss 1.29696174
iteration 28, loss 1.31431838
iteration 29, loss 1.33137941
iteration 30, loss 1.34807479
iteration 31, loss 1.36452219
iteration 32, loss 1.38059021
iteration 33, loss 1.39623713
iteration 34, loss 1.41157336
iteration 35, loss 1.42660036
iteration 36, loss 1.44137905
iteration 37, loss 1.45580005
iteration 38, loss 1.46990967
iteration 39, loss 1.48375637
iteration 40, loss 1.49735661
iteration 41, loss 1.51057013
iteration 42, loss 1.52349925
iteration 43, loss 1.53620088
iteration 44, loss 1.54858855
iteration 45, loss 1.56073477
iteration 46, loss 1.57266377
iteration 47, loss 1.58430488
iteration 48, loss 1.59562439
iteration 49, loss 1.60678755
iteration 50, loss 1.61769757
iteration 51, loss 1.62844724
iteration 52, loss 1.63881090
iteration 53, loss 1.64889642
iteration 54, loss 1.65891107
iteration 55, loss 1.66857590
iteration 56, loss 1.67814375
iteration 57, loss 1.68737466
iteration 58, loss 1.69643127
iteration 59, loss 1.70539416
iteration 60, loss 1.71402312
iteration 61, loss 1.72254305
iteration 62, loss 1.73088467
iteration 63, loss 1.73897307
iteration 64, loss 1.74680651
iteration 65, loss 1.75460012
iteration 66, loss 1.76216580
iteration 67, loss 1.76957540
iteration 68, loss 1.77679605
iteration 69, loss 1.78382392
iteration 70, loss 1.79075858
iteration 71, loss 1.79751034
iteration 72, loss 1.80405332
iteration 73, loss 1.81049105
iteration 74, loss 1.81683118
iteration 75, loss 1.82296161
iteration 76, loss 1.82896181
iteration 77, loss 1.83482592
iteration 78, loss 1.84064296
iteration 79, loss 1.84621574
iteration 80, loss 1.85170851
iteration 81, loss 1.85701678
iteration 82, loss 1.86228727
iteration 83, loss 1.86733563
iteration 84, loss 1.87235272
iteration 85, loss 1.87725207
iteration 86, loss 1.88200697
iteration 87, loss 1.88674218
iteration 88, loss 1.89128214
iteration 89, loss 1.89569191
iteration 90, loss 1.90004849
iteration 91, loss 1.90433173
iteration 92, loss 1.90843453
iteration 93, loss 1.91250918
iteration 94, loss 1.91647569
iteration 95, loss 1.92033951
iteration 96, loss 1.92415519
iteration 97, loss 1.92788940
iteration 98, loss 1.93146579
