#params: learningRate 0.010, momentum 0.300, numIterations 100000, printEvery 1000, printFirst 2000
iteration 0, loss 0.47590300
iteration 1, loss 0.48281345
iteration 2, loss 0.48939077
iteration 3, loss 0.49585399
iteration 4, loss 0.50193732
iteration 5, loss 0.50776950
iteration 6, loss 0.51335058
iteration 7, loss 0.51883034
iteration 8, loss 0.52392762
iteration 9, loss 0.52881484
iteration 10, loss 0.53339920
iteration 11, loss 0.53784607
iteration 12, loss 0.54223370
iteration 13, loss 0.54617999
iteration 14, loss 0.54999207
iteration 15, loss 0.55366626
iteration 16, loss 0.55713722
iteration 17, loss 0.56038265
iteration 18, loss 0.56367100
iteration 19, loss 0.56659017
iteration 20, loss 0.56945563
iteration 21, loss 0.57218118
iteration 22, loss 0.57480804
iteration 23, loss 0.57728913
iteration 24, loss 0.57959703
iteration 25, loss 0.58183758
iteration 26, loss 0.58399692
iteration 27, loss 0.58602629
iteration 28, loss 0.58793933
iteration 29, loss 0.58979687
iteration 30, loss 0.59156135
iteration 31, loss 0.59327039
iteration 32, loss 0.59488732
iteration 33, loss 0.59641047
iteration 34, loss 0.59786777
iteration 35, loss 0.59925281
iteration 36, loss 0.60059230
iteration 37, loss 0.60186325
iteration 38, loss 0.60307225
iteration 39, loss 0.60423944
iteration 40, loss 0.60536532
iteration 41, loss 0.60642866
iteration 42, loss 0.60746476
iteration 43, loss 0.60842224
iteration 44, loss 0.60935163
iteration 45, loss 0.61024715
iteration 46, loss 0.61111029
iteration 47, loss 0.61193781
iteration 48, loss 0.61271651
iteration 49, loss 0.61348189
iteration 50, loss 0.61421025
iteration 51, loss 0.61492175
iteration 52, loss 0.61557718
iteration 53, loss 0.61620922
iteration 54, loss 0.61683360
iteration 55, loss 0.61741004
iteration 56, loss 0.61798458
iteration 57, loss 0.61859340
iteration 58, loss 0.61905406
iteration 59, loss 0.61957603
iteration 60, loss 0.62003568
iteration 61, loss 0.62050919
iteration 62, loss 0.62096030
iteration 63, loss 0.62138021
iteration 64, loss 0.62179410
iteration 65, loss 0.62219501
iteration 66, loss 0.62257151
iteration 67, loss 0.62294733
iteration 68, loss 0.62329516
iteration 69, loss 0.62363599
iteration 70, loss 0.62403377
iteration 71, loss 0.62428788
iteration 72, loss 0.62460556
iteration 73, loss 0.62488624
iteration 74, loss 0.62516691
iteration 75, loss 0.62543770
iteration 76, loss 0.62570034
iteration 77, loss 0.62595605
iteration 78, loss 0.62620324
iteration 79, loss 0.62643505
iteration 80, loss 0.62666276
iteration 81, loss 0.62687789
iteration 82, loss 0.62709138
iteration 83, loss 0.62729281
iteration 84, loss 0.62749410
iteration 85, loss 0.62767839
iteration 86, loss 0.62788119
iteration 87, loss 0.62804772
iteration 88, loss 0.62821234
iteration 89, loss 0.62837710
iteration 90, loss 0.62853309
iteration 91, loss 0.62868913
iteration 92, loss 0.62883351
iteration 93, loss 0.62897664
iteration 94, loss 0.62911510
iteration 95, loss 0.62924608
iteration 96, loss 0.62937949
iteration 97, loss 0.62950250
iteration 98, loss 0.62962048
iteration 99, loss 0.62973338
iteration 100, loss 0.62984215
iteration 101, loss 0.62995845
iteration 102, loss 0.63005283
iteration 103, loss 0.63015372
iteration 104, loss 0.63026312
iteration 105, loss 0.63035520
iteration 106, loss 0.63044183
iteration 107, loss 0.63055196
iteration 108, loss 0.63060833
iteration 109, loss 0.63068745
iteration 110, loss 0.63076636
iteration 111, loss 0.63084523
iteration 112, loss 0.63093091
iteration 113, loss 0.63099335
iteration 114, loss 0.63106281
iteration 115, loss 0.63114717
iteration 116, loss 0.63119343
iteration 117, loss 0.63125489
iteration 118, loss 0.63131165
iteration 119, loss 0.63136981
iteration 120, loss 0.63142612
iteration 121, loss 0.63147897
iteration 122, loss 0.63153803
iteration 123, loss 0.63158689
iteration 124, loss 0.63163117
iteration 125, loss 0.63168625
iteration 126, loss 0.63178544
iteration 127, loss 0.63176706
iteration 128, loss 0.63180866
iteration 129, loss 0.63185134
iteration 130, loss 0.63189010
iteration 131, loss 0.63192999
iteration 132, loss 0.63196774
iteration 133, loss 0.63200096
iteration 134, loss 0.63203606
iteration 135, loss 0.63207262
iteration 136, loss 0.63210983
iteration 137, loss 0.63219546
iteration 138, loss 0.63216576
iteration 139, loss 0.63219723
iteration 140, loss 0.63222471
iteration 141, loss 0.63225082
iteration 142, loss 0.63233782
iteration 143, loss 0.63230212
iteration 144, loss 0.63233136
iteration 145, loss 0.63234982
iteration 146, loss 0.63237381
iteration 147, loss 0.63241123
iteration 148, loss 0.63241383
iteration 149, loss 0.63249604
iteration 150, loss 0.63249157
iteration 151, loss 0.63247832
iteration 152, loss 0.63249614
iteration 153, loss 0.63251046
iteration 154, loss 0.63253558
iteration 155, loss 0.63254642
iteration 156, loss 0.63256507
iteration 157, loss 0.63257652
iteration 158, loss 0.63261139
iteration 159, loss 0.63261439
iteration 160, loss 0.63262077
iteration 161, loss 0.63262943
iteration 162, loss 0.63266378
iteration 163, loss 0.63271634
iteration 164, loss 0.63266749
iteration 165, loss 0.63268248
iteration 166, loss 0.63269048
iteration 167, loss 0.63270586
iteration 168, loss 0.63273596
iteration 169, loss 0.63274192
iteration 170, loss 0.63279313
iteration 171, loss 0.63274205
iteration 172, loss 0.63275429
iteration 173, loss 0.63276080
iteration 174, loss 0.63277109
iteration 175, loss 0.63277222
iteration 176, loss 0.63284503
iteration 177, loss 0.63279209
iteration 178, loss 0.63285893
iteration 179, loss 0.63280390
iteration 180, loss 0.63287377
iteration 181, loss 0.63287716
iteration 182, loss 0.63282355
iteration 183, loss 0.63282787
iteration 184, loss 0.63283539
iteration 185, loss 0.63290481
iteration 186, loss 0.63284232
iteration 187, loss 0.63284627
iteration 188, loss 0.63285274
iteration 189, loss 0.63285981
iteration 190, loss 0.63286079
iteration 191, loss 0.63286826
iteration 192, loss 0.63288920
iteration 193, loss 0.63293674
iteration 194, loss 0.63287540
iteration 195, loss 0.63287824
iteration 196, loss 0.63288422
iteration 197, loss 0.63288651
iteration 198, loss 0.63289432
iteration 199, loss 0.63288957
iteration 200, loss 0.63288925
iteration 201, loss 0.63289447
iteration 202, loss 0.63289916
iteration 203, loss 0.63289879
