#params: learningRate 0.300, momentum 0.000, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 1.14807845
iteration 1, loss 1.76344669
iteration 2, loss 2.07641192
iteration 3, loss 2.23614003
iteration 4, loss 2.31031847
iteration 5, loss 2.34755170
iteration 6, loss 2.36911694
iteration 7, loss 2.37299374
iteration 8, loss 2.39001485
iteration 9, loss 2.39669336
iteration 10, loss 2.38636018
iteration 11, loss 2.39592106
iteration 12, loss 2.39647516
iteration 13, loss 2.39758941
iteration 14, loss 2.40982981
iteration 15, loss 2.41712429
iteration 16, loss 2.41424752
iteration 17, loss 2.40782570
iteration 18, loss 2.42145344
iteration 19, loss 2.42237814
iteration 20, loss 2.43174038
iteration 21, loss 2.42611247
iteration 22, loss 2.42700415
iteration 23, loss 2.42437367
iteration 24, loss 2.42272783
iteration 25, loss 2.44209996
iteration 26, loss 2.44364119
iteration 27, loss 2.41978217
iteration 28, loss 2.44592222
iteration 29, loss 2.43551431
iteration 30, loss 2.43677468
iteration 31, loss 2.43532568
iteration 32, loss 2.44310211
iteration 33, loss 2.43392887
iteration 34, loss 2.44306627
iteration 35, loss 2.45124993
iteration 36, loss 2.45496575
iteration 37, loss 2.45522235
iteration 38, loss 2.44850963
iteration 39, loss 2.44147216
iteration 40, loss 2.44746264
iteration 41, loss 2.44139796
iteration 42, loss 2.43337601
iteration 43, loss 2.44054254
iteration 44, loss 2.44490109
iteration 45, loss 2.44973238
iteration 46, loss 2.44291606
iteration 47, loss 2.44423796
iteration 48, loss 2.43954348
iteration 49, loss 2.42599494
iteration 50, loss 2.43707837
iteration 51, loss 2.41549208
iteration 52, loss 2.41702811
iteration 53, loss 2.40805012
iteration 54, loss 2.42224055
iteration 55, loss 2.41909009
iteration 56, loss 2.40098750
iteration 57, loss 2.37156135
iteration 58, loss 2.38540576
iteration 59, loss 2.38166237
iteration 60, loss 2.38699432
iteration 61, loss 2.34433329
iteration 62, loss 2.33281798
iteration 63, loss 2.34207250
iteration 64, loss 2.31399878
iteration 65, loss 2.30568474
iteration 66, loss 2.29711561
iteration 67, loss 2.26428212
