#params: learningRate 0.500, momentum 0.900, numIterations 10000, printEvery 100, printFirst 10000
iteration 0, loss 3.07051206
iteration 1, loss 3.79459183
iteration 2, loss 2.08253795
iteration 3, loss 2.80043081
iteration 4, loss 2.65950002
iteration 5, loss 2.35563967
iteration 6, loss 2.49121597
iteration 7, loss 2.83249650
iteration 8, loss 2.44097294
iteration 9, loss 2.43334662
iteration 10, loss 2.45872117
iteration 11, loss 2.58300099
iteration 12, loss 2.71515835
iteration 13, loss 2.73699649
iteration 14, loss 2.76195228
iteration 15, loss 2.61753701
iteration 16, loss 2.59599173
iteration 17, loss 2.65950451
iteration 18, loss 2.92031015
iteration 19, loss 2.48437781
iteration 20, loss 2.36135583
iteration 21, loss 2.49897600
iteration 22, loss 2.66971626
iteration 23, loss 2.56188585
iteration 24, loss 2.53331544
iteration 25, loss 2.48845166
iteration 26, loss 2.53668117
iteration 27, loss 2.62436435
iteration 28, loss 2.48076182
iteration 29, loss 2.58604236
iteration 30, loss 2.46888526
iteration 31, loss 2.59015034
iteration 32, loss 2.57532565
iteration 33, loss 2.64051496
iteration 34, loss 2.63639533
iteration 35, loss 2.47050667
iteration 36, loss 2.42756691
iteration 37, loss 2.46825193
iteration 38, loss 2.46196381
iteration 39, loss 2.52345443
iteration 40, loss 2.46777174
iteration 41, loss 2.48272681
iteration 42, loss 2.67466615
iteration 43, loss 2.50807651
iteration 44, loss 2.46864402
iteration 45, loss 2.47025773
iteration 46, loss 2.47323677
iteration 47, loss 2.52337241
iteration 48, loss 2.56839009
iteration 49, loss 2.49469294
iteration 50, loss 2.52784815
iteration 51, loss 2.51792554
iteration 52, loss 2.49587320
iteration 53, loss 2.55412452
iteration 54, loss 2.63137228
iteration 55, loss 2.66771305
iteration 56, loss 2.50342385
iteration 57, loss 2.59779162
iteration 58, loss 2.57541459
iteration 59, loss 2.68463241
iteration 60, loss 2.56254512
iteration 61, loss 2.63556940
iteration 62, loss 2.76824265
iteration 63, loss 2.67966969
iteration 64, loss 2.49321717
iteration 65, loss 2.52238768
iteration 66, loss 2.25157647
iteration 67, loss 2.12383615
iteration 68, loss 2.12848841
iteration 69, loss 2.12476663
iteration 70, loss 2.16989712
iteration 71, loss 2.14451880
iteration 72, loss 2.50074133
iteration 73, loss 2.32185633
iteration 74, loss 2.19613201
iteration 75, loss 2.00900938
iteration 76, loss 2.12861850
iteration 77, loss 2.04110568
iteration 78, loss 2.20575443
iteration 79, loss 2.20727507
iteration 80, loss 1.95182852
iteration 81, loss 1.84771870
iteration 82, loss 1.75520847
iteration 83, loss 1.75588192
iteration 84, loss 1.78044057
iteration 85, loss 1.50990129
iteration 86, loss 1.62460975
iteration 87, loss 1.40120666
iteration 88, loss 1.33262924
iteration 89, loss 1.28708732
iteration 90, loss 1.16980763
iteration 91, loss 1.61293096
iteration 92, loss 1.40219239
iteration 93, loss 1.20840252
iteration 94, loss 1.24721976
iteration 95, loss 1.47747885
iteration 96, loss 1.36482059
iteration 97, loss 1.21588524
iteration 98, loss 1.22435899
iteration 99, loss 1.21465560
iteration 100, loss 1.10369282
iteration 101, loss 1.15172049
iteration 102, loss 1.24313430
iteration 103, loss 1.18124473
iteration 104, loss 1.13156204
iteration 105, loss 1.35419715
iteration 106, loss 1.09186709
iteration 107, loss 0.97592310
iteration 108, loss 1.20830500
iteration 109, loss 1.48179133
iteration 110, loss 1.08272029
iteration 111, loss 1.30562307
iteration 112, loss 1.24455595
iteration 113, loss 1.22853148
iteration 114, loss 1.08755143
iteration 115, loss 1.62791193
iteration 116, loss 1.36256376
iteration 117, loss 1.17122539
iteration 118, loss 1.45077292
iteration 119, loss 1.29812203
iteration 120, loss 1.48891073
iteration 121, loss 1.37178813
iteration 122, loss 1.60774236
iteration 123, loss 1.22070080
iteration 124, loss 1.27574026
iteration 125, loss 1.22394629
iteration 126, loss 1.50352228
iteration 127, loss 1.21393986
iteration 128, loss 1.47520130
iteration 129, loss 1.34379618
iteration 130, loss 1.18570798
iteration 131, loss 1.20687097
iteration 132, loss 1.24454590
iteration 133, loss 1.22135073
iteration 134, loss 1.16742947
iteration 135, loss 1.16344948
iteration 136, loss 1.37945250
iteration 137, loss 1.14104095
iteration 138, loss 1.20706797
iteration 139, loss 1.21195868
iteration 140, loss 1.36380891
iteration 141, loss 1.41297721
iteration 142, loss 1.48359071
iteration 143, loss 1.19307374
iteration 144, loss 1.40926501
iteration 145, loss 1.18281445
iteration 146, loss 1.19553220
iteration 147, loss 1.22122367
iteration 148, loss 1.26173920
iteration 149, loss 1.41219957
iteration 150, loss 1.72514392
iteration 151, loss 1.42596425
iteration 152, loss 1.51767159
iteration 153, loss 1.30140564
iteration 154, loss 1.17648132
iteration 155, loss 1.23966473
iteration 156, loss 1.26889119
iteration 157, loss 1.28839916
iteration 158, loss 1.33949237
iteration 159, loss 1.18546275
iteration 160, loss 1.23701905
iteration 161, loss 1.19480334
iteration 162, loss 1.26041350
iteration 163, loss 1.45155343
iteration 164, loss 1.22609481
iteration 165, loss 1.29253693
iteration 166, loss 1.39590463
iteration 167, loss 1.35956591
iteration 168, loss 1.22404274
iteration 169, loss 1.33404364
iteration 170, loss 1.26101820
iteration 171, loss 1.15247052
iteration 172, loss 1.37877478
iteration 173, loss 0.91699858
iteration 174, loss 1.35114065
iteration 175, loss 1.32570388
iteration 176, loss 1.71009830
iteration 177, loss 1.65452673
iteration 178, loss 1.36482470
iteration 179, loss 1.14146273
iteration 180, loss 1.33251538
iteration 181, loss 1.40787497
iteration 182, loss 1.26519177
iteration 183, loss 1.31477028
iteration 184, loss 1.32483414
iteration 185, loss 1.32401123
iteration 186, loss 1.34086428
iteration 187, loss 1.18139219
iteration 188, loss 1.22643664
iteration 189, loss 1.19528300
iteration 190, loss 1.21269399
iteration 191, loss 1.31713904
iteration 192, loss 1.30289346
iteration 193, loss 1.44467241
iteration 194, loss 1.10840333
iteration 195, loss 1.23955645
iteration 196, loss 1.38587042
iteration 197, loss 1.36730065
iteration 198, loss 1.27735402
iteration 199, loss 1.24393421
iteration 200, loss 1.18336484
iteration 201, loss 1.17927670
iteration 202, loss 1.33351339
iteration 203, loss 1.22946031
iteration 204, loss 1.29076205
iteration 205, loss 1.23214953
iteration 206, loss 1.18314385
iteration 207, loss 1.19049161
iteration 208, loss 1.25044435
iteration 209, loss 1.24688348
iteration 210, loss 1.34056907
iteration 211, loss 1.19050349
iteration 212, loss 0.95991639
iteration 213, loss 0.96341159
iteration 214, loss 0.93364320
iteration 215, loss 0.85272723
iteration 216, loss 0.94315825
iteration 217, loss 1.24304630
